candidate_id,structure_id,c1_ff,c2_ff,kappa,abs_vth_residual,source_sensitivity,ideal_vth_residual,total_cap_ff,transistors,control_groups,isolate_drain,track_prep,pareto,reference_timing,reference_mix,program_error_mv,hold_delta_vgs_mv
P3-605458d93f,S3-fd65244088,160.0,80.0,0.329218106995885,0.012345679012345623,0.03001626497116694,-1.1102230246251565e-16,240.0,6,4,False,False,True,,,,
P3-80a4516fe4,S3-03b6d9e577,160.0,80.0,0.329218106995885,0.0123456790123454,0.030016264971166717,-1.887379141862766e-15,240.0,6,5,False,True,True,,,,
P3-a937f6fae4,S3-7f211789e6,160.0,80.0,0.329218106995885,0.012345679012345623,0.03001626497116694,-1.1102230246251565e-16,240.0,7,4,True,False,False,,,,
P3-010bdf6e8e,S3-7b5c2814dc,160.0,80.0,0.329218106995885,0.0123456790123454,0.030016264971166717,-1.887379141862766e-15,240.0,7,5,True,True,False,,,,
P3-33c78dba09,S3-08c937a01c,160.0,80.0,0.329218106995885,0.012345679012345623,0.03001626497116694,-1.1102230246251565e-16,240.0,7,5,False,False,False,,,,
P3-9b8cd846c1,S3-fd65244088,160.0,160.0,0.4953560371517028,0.009287925696593424,0.030157898675446826,2.220446049250313e-16,320.0,6,4,False,False,True,,,,
P3-8163ab956a,S3-03b6d9e577,160.0,160.0,0.4953560371517028,0.009287925696593646,0.030157898675446715,6.661338147750939e-16,320.0,6,5,False,True,True,,,,
P3-91342a71ef,S3-7f211789e6,160.0,160.0,0.4953560371517028,0.009287925696593424,0.030157898675446826,2.220446049250313e-16,320.0,7,4,True,False,False,,,,
P3-5bdfaeddd9,S3-08c937a01c,160.0,160.0,0.4953560371517028,0.009287925696593424,0.030157898675446826,2.220446049250313e-16,320.0,7,5,False,False,False,,,,
P3-9a84904ea4,S3-7b5c2814dc,160.0,160.0,0.4953560371517028,0.009287925696593646,0.030157898675446715,6.661338147750939e-16,320.0,7,5,True,True,False,,,,
P3-692cad8789,S3-fd65244088,160.0,320.0,0.6625258799171841,0.006211180124222393,0.03023001919963808,2.220446049250313e-16,480.0,6,4,False,False,False,,,,
P3-a75593c184,S3-03b6d9e577,160.0,320.0,0.6625258799171841,0.006211180124222504,0.03023001919963797,4.440892098500626e-16,480.0,6,5,False,True,False,,,,
P3-f4546104a7,S3-7f211789e6,160.0,320.0,0.6625258799171841,0.006211180124222393,0.03023001919963808,2.220446049250313e-16,480.0,7,4,True,False,False,,,,
P3-27dcff1eb0,S3-08c937a01c,160.0,320.0,0.6625258799171841,0.006211180124222393,0.03023001919963808,2.220446049250313e-16,480.0,7,5,False,False,False,,,,
P3-643444fa6f,S3-7b5c2814dc,160.0,320.0,0.6625258799171841,0.006211180124222504,0.03023001919963797,4.440892098500626e-16,480.0,7,5,True,True,False,,,,
P3-59b67d6299,S3-fd65244088,160.0,640.0,0.7970112079701126,0.003735990037359138,0.030266412401108722,4.440892098500626e-16,800.0,6,4,False,False,False,,,,
P3-a6fea15946,S3-03b6d9e577,160.0,640.0,0.7970112079701126,0.0037359900373595822,0.030266412401108833,6.661338147750939e-16,800.0,6,5,False,True,False,,,,
P3-d658e7c113,S3-7f211789e6,160.0,640.0,0.7970112079701126,0.003735990037359138,0.030266412401108722,4.440892098500626e-16,800.0,7,4,True,False,False,,,,
P3-6b36717212,S3-7b5c2814dc,160.0,640.0,0.7970112079701126,0.0037359900373595822,0.030266412401108833,6.661338147750939e-16,800.0,7,5,True,True,False,,,,
P3-d4e7f976df,S3-08c937a01c,160.0,640.0,0.7970112079701126,0.003735990037359138,0.030266412401108722,4.440892098500626e-16,800.0,7,5,False,False,False,,,,
P3-38e293abad,S3-fd65244088,80.0,20.0,0.19417475728155345,0.02912621359223333,0.05680600214362297,-5.551115123125783e-16,100.0,6,4,False,False,True,,,,
P3-a3ce5ebe2a,S3-03b6d9e577,80.0,20.0,0.19417475728155345,0.029126213592233108,0.05680600214362297,-4.440892098500626e-16,100.0,6,5,False,True,True,,,,
P3-a9d5d9816b,S3-7f211789e6,80.0,20.0,0.19417475728155345,0.02912621359223333,0.05680600214362297,-5.551115123125783e-16,100.0,7,4,True,False,False,,,,
P3-f380e213ad,S3-08c937a01c,80.0,20.0,0.19417475728155345,0.02912621359223333,0.05680600214362297,-5.551115123125783e-16,100.0,7,5,False,False,False,,,,
P3-f4521f3f40,S3-7b5c2814dc,80.0,20.0,0.19417475728155345,0.029126213592233108,0.05680600214362297,-4.440892098500626e-16,100.0,7,5,True,True,False,,,,
P3-a319cad9c2,S3-fd65244088,80.0,40.0,0.3252032520325197,0.02439024390244171,0.05776780706674156,-1.1102230246251565e-16,120.0,6,4,False,False,True,,,,
P3-58bf9e9186,S3-03b6d9e577,80.0,40.0,0.3252032520325197,0.0243902439024416,0.05776780706674178,-1.887379141862766e-15,120.0,6,5,False,True,True,,,,
P3-21a0c8f8fd,S3-7f211789e6,80.0,40.0,0.3252032520325197,0.02439024390244171,0.05776780706674156,-1.1102230246251565e-16,120.0,7,4,True,False,False,,,,
P3-a186b113f7,S3-08c937a01c,80.0,40.0,0.3252032520325197,0.02439024390244171,0.05776780706674156,-1.1102230246251565e-16,120.0,7,5,False,False,False,,,,
P3-ff320e42bf,S3-7b5c2814dc,80.0,40.0,0.3252032520325197,0.0243902439024416,0.05776780706674178,-1.887379141862766e-15,120.0,7,5,True,True,False,,,,
P3-b53c6ed19c,S3-fd65244088,80.0,80.0,0.4907975460122698,0.01840490797546135,0.05828308929084147,2.220446049250313e-16,160.0,6,4,False,False,True,,,,
P3-e8812025d6,S3-03b6d9e577,80.0,80.0,0.4907975460122698,0.018404907975460683,0.05828308929084147,6.661338147750939e-16,160.0,6,5,False,True,True,,,,
P3-00f274c592,S3-7f211789e6,80.0,80.0,0.4907975460122698,0.01840490797546135,0.05828308929084147,2.220446049250313e-16,160.0,7,4,True,False,False,,,,
P3-44322cbeb3,S3-7b5c2814dc,80.0,80.0,0.4907975460122698,0.018404907975460683,0.05828308929084147,6.661338147750939e-16,160.0,7,5,True,True,False,,,,
P3-b916bb2313,S3-08c937a01c,80.0,80.0,0.4907975460122698,0.01840490797546135,0.05828308929084147,2.220446049250313e-16,160.0,7,5,False,False,False,,,,
P3-6af37fa974,S3-fd65244088,80.0,160.0,0.6584362139917702,0.01234567901234318,0.05855005084991971,2.220446049250313e-16,240.0,6,4,False,False,False,,,,
P3-14f832dcd7,S3-03b6d9e577,80.0,160.0,0.6584362139917702,0.01234567901234318,0.05855005084991971,4.440892098500626e-16,240.0,6,5,False,True,False,,,,
P3-dfb2043e47,S3-7f211789e6,80.0,160.0,0.6584362139917702,0.01234567901234318,0.05855005084991971,2.220446049250313e-16,240.0,7,4,True,False,False,,,,
P3-8f7e80e991,S3-7b5c2814dc,80.0,160.0,0.6584362139917702,0.01234567901234318,0.05855005084991971,4.440892098500626e-16,240.0,7,5,True,True,False,,,,
P3-abd399db71,S3-08c937a01c,80.0,160.0,0.6584362139917702,0.01234567901234318,0.05855005084991971,2.220446049250313e-16,240.0,7,5,False,False,False,,,,
P3-75a45d804e,S3-fd65244088,80.0,320.0,0.7940446650124068,0.007444168734491385,0.05868596068113563,4.440892098500626e-16,400.0,6,4,False,False,False,,,,
P3-6fdcb3cc3d,S3-03b6d9e577,80.0,320.0,0.7940446650124068,0.007444168734490497,0.05868596068113574,6.661338147750939e-16,400.0,6,5,False,True,False,,,,
P3-955502f1d1,S3-7f211789e6,80.0,320.0,0.7940446650124068,0.007444168734491385,0.05868596068113563,4.440892098500626e-16,400.0,7,4,True,False,False,,,,
P3-08c6722f38,S3-7b5c2814dc,80.0,320.0,0.7940446650124068,0.007444168734490497,0.05868596068113574,6.661338147750939e-16,400.0,7,5,True,True,False,,,,
P3-be89b86799,S3-08c937a01c,80.0,320.0,0.7940446650124068,0.007444168734491385,0.05868596068113563,4.440892098500626e-16,400.0,7,5,False,False,False,,,,
P3-eb187edef1,S3-fd65244088,80.0,640.0,0.8852005532503484,0.004149377593359982,0.05875453579151135,4.440892098500626e-16,720.0,6,4,False,False,False,,,,
P3-7e804ee6e8,S3-03b6d9e577,80.0,640.0,0.8852005532503484,0.00414937759336087,0.058754535791512574,2.220446049250313e-16,720.0,6,5,False,True,False,,,,
P3-a18694129e,S3-7f211789e6,80.0,640.0,0.8852005532503484,0.004149377593359982,0.05875453579151135,4.440892098500626e-16,720.0,7,4,True,False,False,,,,
P3-8f237984b8,S3-7b5c2814dc,80.0,640.0,0.8852005532503484,0.00414937759336087,0.058754535791512574,2.220446049250313e-16,720.0,7,5,True,True,False,,,,
P3-ff75c64df0,S3-08c937a01c,80.0,640.0,0.8852005532503484,0.004149377593359982,0.05875453579151135,4.440892098500626e-16,720.0,7,5,False,False,False,,,,
P3-1b9f4ff836,S3-fd65244088,40.0,20.0,0.3174603174603178,0.047619047619047006,0.10750507099391471,-1.1102230246251565e-16,60.0,6,4,False,False,True,,,,
P3-a63d7f55a3,S3-03b6d9e577,40.0,20.0,0.3174603174603178,0.047619047619047006,0.10750507099391471,-1.887379141862766e-15,60.0,6,5,False,True,True,,,,
P3-d2550789d6,S3-7f211789e6,40.0,20.0,0.3174603174603178,0.047619047619047006,0.10750507099391471,-1.1102230246251565e-16,60.0,7,4,True,False,False,,,,
P3-073715a16e,S3-08c937a01c,40.0,20.0,0.3174603174603178,0.047619047619047006,0.10750507099391471,-1.1102230246251565e-16,60.0,7,5,False,False,False,,,,
P3-cf0fd254b3,S3-7b5c2814dc,40.0,20.0,0.3174603174603178,0.047619047619047006,0.10750507099391471,-1.887379141862766e-15,60.0,7,5,True,True,False,,,,
P3-464a87415a,S3-fd65244088,40.0,40.0,0.48192771084337344,0.03614457831325246,0.1092258748674454,2.220446049250313e-16,80.0,6,4,False,False,True,,,,
P3-4b65ca6e88,S3-03b6d9e577,40.0,40.0,0.48192771084337344,0.03614457831325246,0.10922587486744506,6.661338147750939e-16,80.0,6,5,False,True,True,,,,
P3-72b9fb4881,S3-7f211789e6,40.0,40.0,0.48192771084337344,0.03614457831325246,0.1092258748674454,2.220446049250313e-16,80.0,7,4,True,False,False,,,,
P3-cba190c23e,S3-7b5c2814dc,40.0,40.0,0.48192771084337344,0.03614457831325246,0.10922587486744506,6.661338147750939e-16,80.0,7,5,True,True,False,,,,
P3-fd3e3109e5,S3-08c937a01c,40.0,40.0,0.48192771084337344,0.03614457831325246,0.1092258748674454,2.220446049250313e-16,80.0,7,5,False,False,False,,,,
P3-96548bfe80,S3-fd65244088,40.0,80.0,0.6504065040650406,0.024390243902439046,0.11014650027129769,2.220446049250313e-16,120.0,6,4,False,False,False,,,,
P3-98444a8da9,S3-03b6d9e577,40.0,80.0,0.6504065040650406,0.024390243902438935,0.11014650027129769,4.440892098500626e-16,120.0,6,5,False,True,False,,,,
P3-a48e0667bc,S3-7f211789e6,40.0,80.0,0.6504065040650406,0.024390243902439046,0.11014650027129769,2.220446049250313e-16,120.0,7,4,True,False,False,,,,
P3-b54caece96,S3-7b5c2814dc,40.0,80.0,0.6504065040650406,0.024390243902438935,0.11014650027129769,4.440892098500626e-16,120.0,7,5,True,True,False,,,,
P3-d20c03199c,S3-08c937a01c,40.0,80.0,0.6504065040650406,0.024390243902439046,0.11014650027129769,2.220446049250313e-16,120.0,7,5,False,False,False,,,,
P3-a367b40752,S3-fd65244088,40.0,160.0,0.7881773399014782,0.014778325123153135,0.11062311281910642,4.440892098500626e-16,200.0,6,4,False,False,False,,,,
P3-fa0e1af955,S3-03b6d9e577,40.0,160.0,0.7881773399014782,0.01477832512315247,0.11062311281910653,6.661338147750939e-16,200.0,6,5,False,True,False,,,,
P3-418cfdb84e,S3-7f211789e6,40.0,160.0,0.7881773399014782,0.014778325123153135,0.11062311281910642,4.440892098500626e-16,200.0,7,4,True,False,False,,,,
P3-1da221d1be,S3-7b5c2814dc,40.0,160.0,0.7881773399014782,0.01477832512315247,0.11062311281910653,6.661338147750939e-16,200.0,7,5,True,True,False,,,,
P3-fa6b18af15,S3-08c937a01c,40.0,160.0,0.7881773399014782,0.014778325123153135,0.11062311281910642,4.440892098500626e-16,200.0,7,5,False,False,False,,,,
P3-636f7c2242,S3-fd65244088,40.0,320.0,0.8815426997245179,0.008264462809917661,0.11086566339914516,4.440892098500626e-16,360.0,6,4,False,False,False,,,,
P3-c66c72cfed,S3-03b6d9e577,40.0,320.0,0.8815426997245179,0.008264462809917439,0.11086566339914516,2.220446049250313e-16,360.0,6,5,False,True,False,,,,
P3-a78aac7fc3,S3-7f211789e6,40.0,320.0,0.8815426997245179,0.008264462809917661,0.11086566339914516,4.440892098500626e-16,360.0,7,4,True,False,False,,,,
P3-65491355b3,S3-08c937a01c,40.0,320.0,0.8815426997245179,0.008264462809917661,0.11086566339914516,4.440892098500626e-16,360.0,7,5,False,False,False,,,,
P3-6dec43ddc1,S3-7b5c2814dc,40.0,320.0,0.8815426997245179,0.008264462809917439,0.11086566339914516,2.220446049250313e-16,360.0,7,5,True,True,False,,,,
P3-dc5cca922f,S3-fd65244088,40.0,640.0,0.9370424597364566,0.00439238653001317,0.11098802187911194,4.440892098500626e-16,680.0,6,4,False,False,False,,,,
P3-3b5afab232,S3-03b6d9e577,40.0,640.0,0.9370424597364566,0.004392386530013281,0.11098802187911194,-3.3306690738754696e-16,680.0,6,5,False,True,False,,,,
P3-c66027f285,S3-7f211789e6,40.0,640.0,0.9370424597364566,0.00439238653001317,0.11098802187911194,4.440892098500626e-16,680.0,7,4,True,False,False,,,,
P3-5bcf528c34,S3-08c937a01c,40.0,640.0,0.9370424597364566,0.00439238653001317,0.11098802187911194,4.440892098500626e-16,680.0,7,5,False,False,False,,,,
P3-93144cbe85,S3-7b5c2814dc,40.0,640.0,0.9370424597364566,0.004392386530013281,0.11098802187911194,-3.3306690738754696e-16,680.0,7,5,True,True,False,,,,
P3-2b5725a9f6,S3-fd65244088,20.0,20.0,0.4651162790697673,0.0697674418604659,0.19413919413919545,2.220446049250313e-16,40.0,6,4,False,False,True,,,,
P3-7e4c7f3e05,S3-03b6d9e577,20.0,20.0,0.4651162790697673,0.06976744186046624,0.19413919413919456,6.661338147750939e-16,40.0,6,5,False,True,True,,,,
P3-1bdf499647,S3-7f211789e6,20.0,20.0,0.4651162790697673,0.0697674418604659,0.19413919413919545,2.220446049250313e-16,40.0,7,4,True,False,False,,,,
