structure_id,caps,anchor,track_prep,data_node,anchor_emit,split_source,isolate_drain,control_groups,transistors,kappa,vth_residual,source_sensitivity,decision
S3-ad1fcb2ac7,S-R,S,True,X,True,False,True,5,7,-3.2049378106392735e-16,-1.0,-1.0,no_intrinsic_DATA_compression
S3-58b54f8a15,S-R,S,True,X,True,True,False,6,7,,,,control_groups_gt_5
S3-423c76ce81,S-R,S,True,X,True,True,True,7,8,,,,control_groups_gt_5
S3-0adaf41027,S-R,G,False,G,False,False,False,4,6,1.0,-1.0,-0.9999999999999998,no_intrinsic_DATA_compression
S3-365ad111b5,S-R,G,False,G,False,False,True,4,7,1.0,-1.0,-0.9999999999999998,no_intrinsic_DATA_compression
S3-20f1cfab02,S-R,G,False,G,False,True,False,5,7,1.0,-1.0,-0.9999999999999998,no_intrinsic_DATA_compression
S3-3838f3ae25,S-R,G,False,G,False,True,True,6,8,,,,control_groups_gt_5
S3-42983cf650,S-R,G,False,G,True,False,False,5,6,0.4999999999999999,-1.0,-0.9999999999999999,compression_only_after_WRITE
S3-a36b4d1d52,S-R,G,False,G,True,False,True,5,7,0.4999999999999999,-1.0,-0.9999999999999999,compression_only_after_WRITE
S3-fde2fbafd7,S-R,G,False,G,True,True,False,6,7,,,,control_groups_gt_5
S3-9959d14d30,S-R,G,False,G,True,True,True,7,8,,,,control_groups_gt_5
S3-d917857914,S-R,G,False,S,False,False,False,4,6,,,,DATA_and_VINIT_short_in_WRITE
S3-8b0c1060fd,S-R,G,False,S,False,False,True,4,7,,,,DATA_and_VINIT_short_in_WRITE
S3-74412af671,S-R,G,False,S,False,True,False,5,7,,,,DATA_and_VINIT_short_in_WRITE
S3-72e9d13604,S-R,G,False,S,False,True,True,6,8,,,,control_groups_gt_5
S3-40e2233d2a,S-R,G,False,S,True,False,False,5,6,,,,DATA_and_VINIT_short_in_WRITE
S3-877c8b0c5d,S-R,G,False,S,True,False,True,5,7,,,,DATA_and_VINIT_short_in_WRITE
S3-7d87c9167a,S-R,G,False,S,True,True,False,6,7,,,,control_groups_gt_5
S3-8f713d081b,S-R,G,False,S,True,True,True,7,8,,,,control_groups_gt_5
S3-f65abf482e,S-R,G,False,X,False,False,False,4,6,0.0,-1.0,-0.9999999999999998,no_intrinsic_DATA_compression
S3-a7edcb1a25,S-R,G,False,X,False,False,True,4,7,0.0,-1.0,-0.9999999999999998,no_intrinsic_DATA_compression
S3-8ee032fe91,S-R,G,False,X,False,True,False,5,7,0.0,-1.0,-0.9999999999999998,no_intrinsic_DATA_compression
S3-483b0245be,S-R,G,False,X,False,True,True,6,8,,,,control_groups_gt_5
S3-185482e2d2,S-R,G,False,X,True,False,False,5,6,0.5000000000000001,-1.0,-1.0,compression_only_after_WRITE
S3-04fca5e8ca,S-R,G,False,X,True,False,True,5,7,0.5000000000000001,-1.0,-1.0,compression_only_after_WRITE
S3-a44b897abc,S-R,G,False,X,True,True,False,6,7,,,,control_groups_gt_5
S3-6ef3b0ef84,S-R,G,False,X,True,True,True,7,8,,,,control_groups_gt_5
S3-e33682b958,S-R,G,True,G,False,False,False,5,6,1.0,-1.0,-0.9999999999999998,no_intrinsic_DATA_compression
S3-67422ecc9b,S-R,G,True,G,False,False,True,5,7,1.0,-1.0,-0.9999999999999998,no_intrinsic_DATA_compression
S3-f829c8ac0a,S-R,G,True,G,False,True,False,6,7,,,,control_groups_gt_5
S3-33b5848de2,S-R,G,True,G,False,True,True,7,8,,,,control_groups_gt_5
S3-0127639993,S-R,G,True,G,True,False,False,5,6,0.4999999999999999,-1.0,-0.9999999999999999,compression_only_after_WRITE
S3-f039b4caa9,S-R,G,True,G,True,False,True,5,7,0.4999999999999999,-1.0,-0.9999999999999999,compression_only_after_WRITE
S3-1ce68105bf,S-R,G,True,G,True,True,False,6,7,,,,control_groups_gt_5
S3-3718f18031,S-R,G,True,G,True,True,True,7,8,,,,control_groups_gt_5
S3-01d74ea135,S-R,G,True,S,False,False,False,5,6,,,,DATA_and_VINIT_short_in_WRITE
S3-faf92abd8c,S-R,G,True,S,False,False,True,5,7,,,,DATA_and_VINIT_short_in_WRITE
S3-d7cc008f22,S-R,G,True,S,False,True,False,6,7,,,,control_groups_gt_5
S3-87d650c4cd,S-R,G,True,S,False,True,True,7,8,,,,control_groups_gt_5
S3-d546009d37,S-R,G,True,S,True,False,False,5,6,,,,DATA_and_VINIT_short_in_WRITE
S3-e9b7194d02,S-R,G,True,S,True,False,True,5,7,,,,DATA_and_VINIT_short_in_WRITE
S3-e96320ae43,S-R,G,True,S,True,True,False,6,7,,,,control_groups_gt_5
S3-4b714e072f,S-R,G,True,S,True,True,True,7,8,,,,control_groups_gt_5
S3-107ae092e5,S-R,G,True,X,False,False,False,5,6,0.0,-1.0,-0.9999999999999998,no_intrinsic_DATA_compression
S3-179630f648,S-R,G,True,X,False,False,True,5,7,0.0,-1.0,-0.9999999999999998,no_intrinsic_DATA_compression
S3-1a2761f25f,S-R,G,True,X,False,True,False,6,7,,,,control_groups_gt_5
S3-eaaebdcc91,S-R,G,True,X,False,True,True,7,8,,,,control_groups_gt_5
S3-428bc3504a,S-R,G,True,X,True,False,False,5,6,0.5000000000000001,-1.0,-1.0,compression_only_after_WRITE
S3-f91dd71c66,S-R,G,True,X,True,False,True,5,7,0.5000000000000001,-1.0,-1.0,compression_only_after_WRITE
S3-d5aa5d41fd,S-R,G,True,X,True,True,False,6,7,,,,control_groups_gt_5
S3-e1e2f97cd2,S-R,G,True,X,True,True,True,7,8,,,,control_groups_gt_5
S3-66353de8df,X-R,R,False,G,False,False,False,4,6,1.0,-1.0,-1.0,no_intrinsic_DATA_compression
S3-7a7533d8a6,X-R,R,False,G,False,False,True,4,7,1.0,-1.0,-1.0,no_intrinsic_DATA_compression
S3-9855218a76,X-R,R,False,G,False,True,False,5,7,1.0,-1.0,-1.0,no_intrinsic_DATA_compression
S3-6a380757b2,X-R,R,False,G,False,True,True,6,8,,,,control_groups_gt_5
S3-7b3171c3a3,X-R,R,False,G,True,False,False,5,6,1.0,-1.0,-1.0,no_intrinsic_DATA_compression
S3-ac00aa78b1,X-R,R,False,G,True,False,True,5,7,1.0,-1.0,-1.0,no_intrinsic_DATA_compression
S3-d49a6b2b55,X-R,R,False,G,True,True,False,6,7,,,,control_groups_gt_5
S3-cbfd89b597,X-R,R,False,G,True,True,True,7,8,,,,control_groups_gt_5
S3-151284611c,X-R,R,False,S,False,False,False,4,6,,,,DATA_and_VINIT_short_in_WRITE
S3-a0738bab17,X-R,R,False,S,False,False,True,4,7,,,,DATA_and_VINIT_short_in_WRITE
S3-0de87af29f,X-R,R,False,S,False,True,False,5,7,,,,DATA_and_VINIT_short_in_WRITE
S3-f12fdd620f,X-R,R,False,S,False,True,True,6,8,,,,control_groups_gt_5
S3-04b4ee67fc,X-R,R,False,S,True,False,False,5,6,,,,DATA_and_VINIT_short_in_WRITE
S3-44cc3f9d11,X-R,R,False,S,True,False,True,5,7,,,,DATA_and_VINIT_short_in_WRITE
S3-f8b1d78482,X-R,R,False,S,True,True,False,6,7,,,,control_groups_gt_5
S3-6f27aaba6e,X-R,R,False,S,True,True,True,7,8,,,,control_groups_gt_5
S3-c68f05d1be,X-R,R,False,X,False,False,False,4,6,0.0,-1.0,-1.0,no_intrinsic_DATA_compression
S3-161cb83a07,X-R,R,False,X,False,False,True,4,7,0.0,-1.0,-1.0,no_intrinsic_DATA_compression
S3-1003f647c4,X-R,R,False,X,False,True,False,5,7,0.0,-1.0,-1.0,no_intrinsic_DATA_compression
S3-9ed89b8c13,X-R,R,False,X,False,True,True,6,8,,,,control_groups_gt_5
S3-826ad30cad,X-R,R,False,X,True,False,False,5,6,0.0,-1.0,-1.0,no_intrinsic_DATA_compression
S3-36300eec65,X-R,R,False,X,True,False,True,5,7,0.0,-1.0,-1.0,no_intrinsic_DATA_compression
S3-d1a95a80df,X-R,R,False,X,True,True,False,6,7,,,,control_groups_gt_5
S3-c9d9fbb3ba,X-R,R,False,X,True,True,True,7,8,,,,control_groups_gt_5
S3-45e1d5d375,X-R,R,True,G,False,False,False,5,6,1.0,-1.0,-1.0,no_intrinsic_DATA_compression
S3-d6fcab14cb,X-R,R,True,G,False,False,True,5,7,1.0,-1.0,-1.0,no_intrinsic_DATA_compression
S3-f52834b76d,X-R,R,True,G,False,True,False,6,7,,,,control_groups_gt_5
S3-d6faa03a5c,X-R,R,True,G,False,True,True,7,8,,,,control_groups_gt_5
S3-4c63e59bc9,X-R,R,True,G,True,False,False,5,6,1.0,-1.0,-1.0,no_intrinsic_DATA_compression
S3-117684952d,X-R,R,True,G,True,False,True,5,7,1.0,-1.0,-1.0,no_intrinsic_DATA_compression
S3-fe12be7a53,X-R,R,True,G,True,True,False,6,7,,,,control_groups_gt_5
S3-8fbc7f5320,X-R,R,True,G,True,True,True,7,8,,,,control_groups_gt_5
S3-6e2ee2251f,X-R,R,True,S,False,False,False,5,6,,,,DATA_and_VINIT_short_in_WRITE
S3-15dd6e6374,X-R,R,True,S,False,False,True,5,7,,,,DATA_and_VINIT_short_in_WRITE
S3-e5d661fb05,X-R,R,True,S,False,True,False,6,7,,,,control_groups_gt_5
S3-6346cdfa11,X-R,R,True,S,False,True,True,7,8,,,,control_groups_gt_5
S3-02d95a2ef5,X-R,R,True,S,True,False,False,5,6,,,,DATA_and_VINIT_short_in_WRITE
S3-04fc9ecc36,X-R,R,True,S,True,False,True,5,7,,,,DATA_and_VINIT_short_in_WRITE
S3-dd9dd697bf,X-R,R,True,S,True,True,False,6,7,,,,control_groups_gt_5
S3-cea5f631f5,X-R,R,True,S,True,True,True,7,8,,,,control_groups_gt_5
S3-42f2b63f76,X-R,R,True,X,False,False,False,5,6,0.0,-1.0,-1.0,no_intrinsic_DATA_compression
S3-d4bb01df3b,X-R,R,True,X,False,False,True,5,7,0.0,-1.0,-1.0,no_intrinsic_DATA_compression
S3-7d6a280fbc,X-R,R,True,X,False,True,False,6,7,,,,control_groups_gt_5
S3-2b658683c1,X-R,R,True,X,False,True,True,7,8,,,,control_groups_gt_5
S3-510c5d0de0,X-R,R,True,X,True,False,False,5,6,0.0,-1.0,-1.0,no_intrinsic_DATA_compression
S3-a0d39a3d2c,X-R,R,True,X,True,False,True,5,7,0.0,-1.0,-1.0,no_intrinsic_DATA_compression
S3-f51d3bd24d,X-R,R,True,X,True,True,False,6,7,,,,control_groups_gt_5
S3-7bbb162c98,X-R,R,True,X,True,True,True,7,8,,,,control_groups_gt_5
S3-954119671a,X-R,S,False,G,False,False,False,4,6,1.0,-1.0,-1.0,no_intrinsic_DATA_compression
S3-5597057d88,X-R,S,False,G,False,False,True,4,7,1.0,-1.0,-1.0,no_intrinsic_DATA_compression
S3-545f36dfcd,X-R,S,False,G,False,True,False,5,7,1.0,-1.0,-1.0,no_intrinsic_DATA_compression
S3-3a96870866,X-R,S,False,G,False,True,True,6,8,,,,control_groups_gt_5
S3-e09737d01d,X-R,S,False,G,True,False,False,5,6,1.0,-1.0,-0.9999999999999997,no_intrinsic_DATA_compression
S3-2017d26242,X-R,S,False,G,True,False,True,5,7,1.0,-1.0,-0.9999999999999997,no_intrinsic_DATA_compression
S3-2fb91c3f0d,X-R,S,False,G,True,True,False,6,7,,,,control_groups_gt_5
S3-36142912cc,X-R,S,False,G,True,True,True,7,8,,,,control_groups_gt_5
S3-d71e4cfecf,X-R,S,False,S,False,False,False,4,6,,,,DATA_and_VINIT_short_in_WRITE
S3-378daf684e,X-R,S,False,S,False,False,True,4,7,,,,DATA_and_VINIT_short_in_WRITE
S3-25862bd8cb,X-R,S,False,S,False,True,False,5,7,,,,DATA_and_VINIT_short_in_WRITE
S3-fb8a8e87da,X-R,S,False,S,False,True,True,6,8,,,,control_groups_gt_5
S3-914cc0fb91,X-R,S,False,S,True,False,False,5,6,,,,DATA_and_VINIT_short_in_WRITE
S3-f1f0947fe2,X-R,S,False,S,True,False,True,5,7,,,,DATA_and_VINIT_short_in_WRITE
S3-d5bbaf18ad,X-R,S,False,S,True,True,False,6,7,,,,control_groups_gt_5
S3-a4de8e628e,X-R,S,False,S,True,True,True,7,8,,,,control_groups_gt_5
S3-a840496bb6,X-R,S,False,X,False,False,False,4,6,0.0,-1.0,-1.0,no_intrinsic_DATA_compression
S3-5a61f90a14,X-R,S,False,X,False,False,True,4,7,0.0,-1.0,-1.0,no_intrinsic_DATA_compression
S3-f5e67ba395,X-R,S,False,X,False,True,False,5,7,0.0,-1.0,-1.0,no_intrinsic_DATA_compression
S3-7e1ce08e70,X-R,S,False,X,False,True,True,6,8,,,,control_groups_gt_5
S3-8ae288f8b4,X-R,S,False,X,True,False,False,5,6,1.392430269053787e-17,-1.0,-0.9999999999999996,no_intrinsic_DATA_compression
S3-f43187b02f,X-R,S,False,X,True,False,True,5,7,1.392430269053787e-17,-1.0,-0.9999999999999996,no_intrinsic_DATA_compression
S3-3bd419e72d,X-R,S,False,X,True,True,False,6,7,,,,control_groups_gt_5
S3-03ee7cfe1d,X-R,S,False,X,True,True,True,7,8,,,,control_groups_gt_5
S3-5bff1a2688,X-R,S,True,G,False,False,False,5,6,1.0,-1.0,-1.0,no_intrinsic_DATA_compression
S3-7941cda061,X-R,S,True,G,False,False,True,5,7,1.0,-1.0,-1.0,no_intrinsic_DATA_compression
S3-281dfae220,X-R,S,True,G,False,True,False,6,7,,,,control_groups_gt_5
S3-7dca251604,X-R,S,True,G,False,True,True,7,8,,,,control_groups_gt_5
S3-dc30d01d63,X-R,S,True,G,True,False,False,5,6,1.0,-1.0,-1.0,no_intrinsic_DATA_compression
S3-040f1a9e3d,X-R,S,True,G,True,False,True,5,7,1.0,-1.0,-1.0,no_intrinsic_DATA_compression
S3-e684e7aac0,X-R,S,True,G,True,True,False,6,7,,,,control_groups_gt_5
S3-7fb69f9f1a,X-R,S,True,G,True,True,True,7,8,,,,control_groups_gt_5
S3-6c2bb9370b,X-R,S,True,S,False,False,False,5,6,,,,DATA_and_VINIT_short_in_WRITE
S3-fc11bed5e2,X-R,S,True,S,False,False,True,5,7,,,,DATA_and_VINIT_short_in_WRITE
S3-cab2db282a,X-R,S,True,S,False,True,False,6,7,,,,control_groups_gt_5
S3-b9e1d0a89b,X-R,S,True,S,False,True,True,7,8,,,,control_groups_gt_5
S3-f1749a4d59,X-R,S,True,S,True,False,False,5,6,,,,DATA_and_VINIT_short_in_WRITE
S3-24bf8ca8c4,X-R,S,True,S,True,False,True,5,7,,,,DATA_and_VINIT_short_in_WRITE
S3-8d46529745,X-R,S,True,S,True,True,False,6,7,,,,control_groups_gt_5
S3-e8734b364c,X-R,S,True,S,True,True,True,7,8,,,,control_groups_gt_5
S3-2d82600430,X-R,S,True,X,False,False,False,5,6,0.0,-1.0,-1.0,no_intrinsic_DATA_compression
S3-f63abad86e,X-R,S,True,X,False,False,True,5,7,0.0,-1.0,-1.0,no_intrinsic_DATA_compression
S3-8092de76ca,X-R,S,True,X,False,True,False,6,7,,,,control_groups_gt_5
S3-0657225e1a,X-R,S,True,X,False,True,True,7,8,,,,control_groups_gt_5
S3-34fda0a255,X-R,S,True,X,True,False,False,5,6,1.392430269053787e-17,-1.0,-0.9999999999999998,no_intrinsic_DATA_compression
S3-bcdf491ac7,X-R,S,True,X,True,False,True,5,7,1.392430269053787e-17,-1.0,-0.9999999999999998,no_intrinsic_DATA_compression
S3-ac5776ebce,X-R,S,True,X,True,True,False,6,7,,,,control_groups_gt_5
S3-486b1cbb38,X-R,S,True,X,True,True,True,7,8,,,,control_groups_gt_5
S3-9da6496531,X-R,G,False,G,False,False,False,4,6,1.0,-1.0,-1.0,no_intrinsic_DATA_compression
S3-5a670c181b,X-R,G,False,G,False,False,True,4,7,1.0,-1.0,-1.0,no_intrinsic_DATA_compression
S3-57164e7c81,X-R,G,False,G,False,True,False,5,7,1.0,-1.0,-1.0,no_intrinsic_DATA_compression
S3-1c96d836f1,X-R,G,False,G,False,True,True,6,8,,,,control_groups_gt_5
S3-a106d35fe5,X-R,G,False,G,True,False,False,5,6,0.0,-1.0000000000000004,-1.0,no_intrinsic_DATA_compression
S3-ac3b1ecf71,X-R,G,False,G,True,False,True,5,7,0.0,-1.0000000000000004,-1.0,no_intrinsic_DATA_compression
S3-6040195cd5,X-R,G,False,G,True,True,False,6,7,,,,control_groups_gt_5
S3-c6a8373998,X-R,G,False,G,True,True,True,7,8,,,,control_groups_gt_5
S3-d553d384ba,X-R,G,False,S,False,False,False,4,6,,,,DATA_and_VINIT_short_in_WRITE
S3-a6540ed707,X-R,G,False,S,False,False,True,4,7,,,,DATA_and_VINIT_short_in_WRITE
S3-7f4c0400e8,X-R,G,False,S,False,True,False,5,7,,,,DATA_and_VINIT_short_in_WRITE
S3-7758048e1f,X-R,G,False,S,False,True,True,6,8,,,,control_groups_gt_5
S3-1a7891216c,X-R,G,False,S,True,False,False,5,6,,,,DATA_and_VINIT_short_in_WRITE
S3-dc324ef437,X-R,G,False,S,True,False,True,5,7,,,,DATA_and_VINIT_short_in_WRITE
S3-2a2c3bc2cc,X-R,G,False,S,True,True,False,6,7,,,,control_groups_gt_5
S3-a5932a616e,X-R,G,False,S,True,True,True,7,8,,,,control_groups_gt_5
S3-b7a45bedfc,X-R,G,False,X,False,False,False,4,6,0.0,-1.0000000000000002,-1.0,no_intrinsic_DATA_compression
S3-aeeb799f43,X-R,G,False,X,False,False,True,4,7,0.0,-1.0000000000000002,-1.0,no_intrinsic_DATA_compression
S3-947be4e079,X-R,G,False,X,False,True,False,5,7,0.0,-1.0000000000000002,-1.0,no_intrinsic_DATA_compression
S3-1057488796,X-R,G,False,X,False,True,True,6,8,,,,control_groups_gt_5
S3-275ff196db,X-R,G,False,X,True,False,False,5,6,0.9999999999999998,-1.0,-1.0,no_intrinsic_DATA_compression
S3-9b191ecd1a,X-R,G,False,X,True,False,True,5,7,0.9999999999999998,-1.0,-1.0,no_intrinsic_DATA_compression
S3-68ba1a463a,X-R,G,False,X,True,True,False,6,7,,,,control_groups_gt_5
S3-c72965c154,X-R,G,False,X,True,True,True,7,8,,,,control_groups_gt_5
S3-90de28721b,X-R,G,True,G,False,False,False,5,6,1.0,-1.0,-1.0,no_intrinsic_DATA_compression
S3-873568da70,X-R,G,True,G,False,False,True,5,7,1.0,-1.0,-1.0,no_intrinsic_DATA_compression
S3-8027e83b1b,X-R,G,True,G,False,True,False,6,7,,,,control_groups_gt_5
S3-94d066d6ad,X-R,G,True,G,False,True,True,7,8,,,,control_groups_gt_5
S3-613b929163,X-R,G,True,G,True,False,False,5,6,0.0,-1.0000000000000004,-1.0,no_intrinsic_DATA_compression
S3-b81c53505d,X-R,G,True,G,True,False,True,5,7,0.0,-1.0000000000000004,-1.0,no_intrinsic_DATA_compression
S3-a4bffecf0d,X-R,G,True,G,True,True,False,6,7,,,,control_groups_gt_5
S3-7fa526d892,X-R,G,True,G,True,True,True,7,8,,,,control_groups_gt_5
S3-115bda2ae2,X-R,G,True,S,False,False,False,5,6,,,,DATA_and_VINIT_short_in_WRITE
S3-0c566b4258,X-R,G,True,S,False,False,True,5,7,,,,DATA_and_VINIT_short_in_WRITE
S3-efd724a439,X-R,G,True,S,False,True,False,6,7,,,,control_groups_gt_5
S3-5aeac3357f,X-R,G,True,S,False,True,True,7,8,,,,control_groups_gt_5
S3-10db75e927,X-R,G,True,S,True,False,False,5,6,,,,DATA_and_VINIT_short_in_WRITE
S3-c6989682b7,X-R,G,True,S,True,False,True,5,7,,,,DATA_and_VINIT_short_in_WRITE
S3-e6ca56610d,X-R,G,True,S,True,True,False,6,7,,,,control_groups_gt_5
S3-788b6f9cde,X-R,G,True,S,True,True,True,7,8,,,,control_groups_gt_5
S3-50ef9aa18f,X-R,G,True,X,False,False,False,5,6,0.0,-1.0000000000000004,-1.0,no_intrinsic_DATA_compression
S3-96d8007785,X-R,G,True,X,False,False,True,5,7,0.0,-1.0000000000000004,-1.0,no_intrinsic_DATA_compression
S3-d1059deda9,X-R,G,True,X,False,True,False,6,7,,,,control_groups_gt_5
S3-3c4f7c6725,X-R,G,True,X,False,True,True,7,8,,,,control_groups_gt_5
S3-2d3ef23af8,X-R,G,True,X,True,False,False,5,6,0.9999999999999998,-1.0,-1.0,no_intrinsic_DATA_compression
S3-1229b361d8,X-R,G,True,X,True,False,True,5,7,0.9999999999999998,-1.0,-1.0,no_intrinsic_DATA_compression
S3-70c484cf23,X-R,G,True,X,True,True,False,6,7,,,,control_groups_gt_5
S3-a6266f4edc,X-R,G,True,X,True,True,True,7,8,,,,control_groups_gt_5
S3-28175d8e16,G-S;G-X,R,False,G,False,False,False,4,6,1.0000000000000007,-1.0000000000000009,7.771561172376096e-16,no_intrinsic_DATA_compression
S3-741d5d8e93,G-S;G-X,R,False,G,False,False,True,4,7,1.0000000000000007,-1.0000000000000009,7.771561172376096e-16,no_intrinsic_DATA_compression
S3-84ccc8f506,G-S;G-X,R,False,G,False,True,False,5,7,1.0000000000000007,-1.0000000000000009,7.771561172376096e-16,no_intrinsic_DATA_compression
S3-615c222ce4,G-S;G-X,R,False,G,False,True,True,6,8,,,,control_groups_gt_5
S3-417d672191,G-S;G-X,R,False,G,True,False,False,5,6,0.7692307692307697,-1.0000000000000007,-0.23076923076923128,compression_only_after_WRITE
S3-d3bd7d34ca,G-S;G-X,R,False,G,True,False,True,5,7,0.7692307692307697,-1.0000000000000007,-0.23076923076923128,compression_only_after_WRITE
S3-bc7b279501,G-S;G-X,R,False,G,True,True,False,6,7,,,,control_groups_gt_5
S3-2fd1e24252,G-S;G-X,R,False,G,True,True,True,7,8,,,,control_groups_gt_5
S3-13f46e5765,G-S;G-X,R,False,S,False,False,False,4,6,,,,DATA_and_VINIT_short_in_WRITE
S3-97a90b9d5c,G-S;G-X,R,False,S,False,False,True,4,7,,,,DATA_and_VINIT_short_in_WRITE
S3-68101127dc,G-S;G-X,R,False,S,False,True,False,5,7,,,,DATA_and_VINIT_short_in_WRITE
S3-f29c78bd38,G-S;G-X,R,False,S,False,True,True,6,8,,,,control_groups_gt_5
S3-8ae00d3133,G-S;G-X,R,False,S,True,False,False,5,6,,,,DATA_and_VINIT_short_in_WRITE
S3-fdbd851ad4,G-S;G-X,R,False,S,True,False,True,5,7,,,,DATA_and_VINIT_short_in_WRITE
S3-628f500491,G-S;G-X,R,False,S,True,True,False,6,7,,,,control_groups_gt_5
S3-b2d1b2efd5,G-S;G-X,R,False,S,True,True,True,7,8,,,,control_groups_gt_5
S3-7e8a50fbbc,G-S;G-X,R,False,X,False,False,False,4,6,0.23076923076923098,-0.2307692307692304,7.771561172376096e-16,VTH_lost_across_phases
S3-47f63fe459,G-S;G-X,R,False,X,False,False,True,4,7,0.23076923076923098,-0.2307692307692304,7.771561172376096e-16,VTH_lost_across_phases
S3-53348b1007,G-S;G-X,R,False,X,False,True,False,5,7,0.23076923076923098,-0.2307692307692304,7.771561172376096e-16,VTH_lost_across_phases
S3-0bc2897255,G-S;G-X,R,False,X,False,True,True,6,8,,,,control_groups_gt_5
S3-c465708c9a,G-S;G-X,R,False,X,True,False,False,5,6,1.556924258098991e-16,-0.23076923076923062,-0.23076923076923206,no_intrinsic_DATA_compression
S3-89ee866a28,G-S;G-X,R,False,X,True,False,True,5,7,1.556924258098991e-16,-0.23076923076923062,-0.23076923076923206,no_intrinsic_DATA_compression
S3-42dea0ec8d,G-S;G-X,R,False,X,True,True,False,6,7,,,,control_groups_gt_5
S3-a847394452,G-S;G-X,R,False,X,True,True,True,7,8,,,,control_groups_gt_5
S3-70733d6cf0,G-S;G-X,R,True,G,False,False,False,5,6,1.0000000000000007,-1.0000000000000004,1.1102230246251565e-15,no_intrinsic_DATA_compression
S3-2731e5322f,G-S;G-X,R,True,G,False,False,True,5,7,1.0000000000000007,-1.0000000000000004,1.1102230246251565e-15,no_intrinsic_DATA_compression
S3-0ede8939c9,G-S;G-X,R,True,G,False,True,False,6,7,,,,control_groups_gt_5
S3-e7055e7e2b,G-S;G-X,R,True,G,False,True,True,7,8,,,,control_groups_gt_5
S3-6d72529176,G-S;G-X,R,True,G,True,False,False,5,6,0.7692307692307697,-0.8224852071005918,-0.2307692307692295,compression_only_after_WRITE
S3-67ee1dba9b,G-S;G-X,R,True,G,True,False,True,5,7,0.7692307692307697,-0.8224852071005918,-0.2307692307692295,compression_only_after_WRITE
S3-d8e7c807e1,G-S;G-X,R,True,G,True,True,False,6,7,,,,control_groups_gt_5
S3-d5208ab63a,G-S;G-X,R,True,G,True,True,True,7,8,,,,control_groups_gt_5
S3-8dccec47c1,G-S;G-X,R,True,S,False,False,False,5,6,,,,DATA_and_VINIT_short_in_WRITE
S3-3befc7a1cc,G-S;G-X,R,True,S,False,False,True,5,7,,,,DATA_and_VINIT_short_in_WRITE
S3-730d45f31f,G-S;G-X,R,True,S,False,True,False,6,7,,,,control_groups_gt_5
S3-f7476e6d3b,G-S;G-X,R,True,S,False,True,True,7,8,,,,control_groups_gt_5
S3-5b746afb07,G-S;G-X,R,True,S,True,False,False,5,6,,,,DATA_and_VINIT_short_in_WRITE
S3-f332fc65ee,G-S;G-X,R,True,S,True,False,True,5,7,,,,DATA_and_VINIT_short_in_WRITE
S3-0d208d4643,G-S;G-X,R,True,S,True,True,False,6,7,,,,control_groups_gt_5
S3-a72ca4bac0,G-S;G-X,R,True,S,True,True,True,7,8,,,,control_groups_gt_5
S3-bb3c146474,G-S;G-X,R,True,X,False,False,False,5,6,0.23076923076923098,-0.23076923076923062,6.661338147750939e-16,VTH_lost_across_phases
S3-2b00880c55,G-S;G-X,R,True,X,False,False,True,5,7,0.23076923076923098,-0.23076923076923062,6.661338147750939e-16,VTH_lost_across_phases
S3-61bfb08ed8,G-S;G-X,R,True,X,False,True,False,6,7,,,,control_groups_gt_5
S3-808e5eb1cd,G-S;G-X,R,True,X,False,True,True,7,8,,,,control_groups_gt_5
S3-7224b9466e,G-S;G-X,R,True,X,True,False,False,5,6,1.556924258098991e-16,-0.23076923076923062,-0.23076923076923095,no_intrinsic_DATA_compression
S3-a24704951f,G-S;G-X,R,True,X,True,False,True,5,7,1.556924258098991e-16,-0.23076923076923062,-0.23076923076923095,no_intrinsic_DATA_compression
S3-7281667abd,G-S;G-X,R,True,X,True,True,False,6,7,,,,control_groups_gt_5
S3-d39f69cf45,G-S;G-X,R,True,X,True,True,True,7,8,,,,control_groups_gt_5
S3-a80ca5e356,G-S;G-X,S,False,G,False,False,False,4,6,1.0000000000000007,-1.0000000000000007,7.771561172376096e-16,no_intrinsic_DATA_compression
S3-ea3c84b257,G-S;G-X,S,False,G,False,False,True,4,7,1.0000000000000007,-1.0000000000000007,7.771561172376096e-16,no_intrinsic_DATA_compression
S3-a8dcde09f4,G-S;G-X,S,False,G,False,True,False,5,7,1.0000000000000007,-1.0000000000000007,7.771561172376096e-16,no_intrinsic_DATA_compression
S3-5702542f4e,G-S;G-X,S,False,G,False,True,True,6,8,,,,control_groups_gt_5
S3-ad52033db8,G-S;G-X,S,False,G,True,False,False,5,6,0.7692307692307695,-0.7692307692307696,4.440892098500626e-16,compression_only_after_WRITE
S3-4659909ca5,G-S;G-X,S,False,G,True,False,True,5,7,0.7692307692307695,-0.7692307692307696,4.440892098500626e-16,compression_only_after_WRITE
S3-a55c1c2d45,G-S;G-X,S,False,G,True,True,False,6,7,,,,control_groups_gt_5
S3-05978e824f,G-S;G-X,S,False,G,True,True,True,7,8,,,,control_groups_gt_5
S3-cb72e690c8,G-S;G-X,S,False,S,False,False,False,4,6,,,,DATA_and_VINIT_short_in_WRITE
S3-c5f971718b,G-S;G-X,S,False,S,False,False,True,4,7,,,,DATA_and_VINIT_short_in_WRITE
S3-39fc49a2b0,G-S;G-X,S,False,S,False,True,False,5,7,,,,DATA_and_VINIT_short_in_WRITE
