structure_id,caps,anchor,track_prep,data_node,anchor_emit,split_source,isolate_drain,control_groups,transistors,kappa,vth_residual,source_sensitivity,decision
S3-fdcb0dd11a,G-X;G-R,S,True,X,True,False,True,5,7,0.0,-0.2307692307692295,-0.2307692307692295,no_intrinsic_DATA_compression
S3-62efcef5a9,G-X;G-R,S,True,X,True,True,False,6,7,,,,control_groups_gt_5
S3-4daf8e4ad3,G-X;G-R,S,True,X,True,True,True,7,8,,,,control_groups_gt_5
S3-9d4e828884,G-X;G-R,G,False,G,False,False,False,4,6,0.9999999999999996,-1.0,-1.0,no_intrinsic_DATA_compression
S3-73249712b6,G-X;G-R,G,False,G,False,False,True,4,7,0.9999999999999996,-1.0,-1.0,no_intrinsic_DATA_compression
S3-c6079d984f,G-X;G-R,G,False,G,False,True,False,5,7,0.9999999999999996,-1.0,-1.0,no_intrinsic_DATA_compression
S3-d5337e0ca6,G-X;G-R,G,False,G,False,True,True,6,8,,,,control_groups_gt_5
S3-251add0e1c,G-X;G-R,G,False,G,True,False,False,5,6,0.9999999999999996,-1.0,-1.0000000000000044,no_intrinsic_DATA_compression
S3-c0110925a4,G-X;G-R,G,False,G,True,False,True,5,7,0.9999999999999996,-1.0,-1.0000000000000044,no_intrinsic_DATA_compression
S3-9e1b9f0500,G-X;G-R,G,False,G,True,True,False,6,7,,,,control_groups_gt_5
S3-aee298e4b1,G-X;G-R,G,False,G,True,True,True,7,8,,,,control_groups_gt_5
S3-cd9656b009,G-X;G-R,G,False,S,False,False,False,4,6,,,,DATA_and_VINIT_short_in_WRITE
S3-28e6edd72a,G-X;G-R,G,False,S,False,False,True,4,7,,,,DATA_and_VINIT_short_in_WRITE
S3-b23add05cc,G-X;G-R,G,False,S,False,True,False,5,7,,,,DATA_and_VINIT_short_in_WRITE
S3-253d0f3fd5,G-X;G-R,G,False,S,False,True,True,6,8,,,,control_groups_gt_5
S3-01201c799e,G-X;G-R,G,False,S,True,False,False,5,6,,,,DATA_and_VINIT_short_in_WRITE
S3-8d047fec8a,G-X;G-R,G,False,S,True,False,True,5,7,,,,DATA_and_VINIT_short_in_WRITE
S3-660e056c93,G-X;G-R,G,False,S,True,True,False,6,7,,,,control_groups_gt_5
S3-5ecd31b9a1,G-X;G-R,G,False,S,True,True,True,7,8,,,,control_groups_gt_5
S3-c3afee6269,G-X;G-R,G,False,X,False,False,False,4,6,0.7692307692307693,-0.9999999999999999,-1.0,VTH_lost_across_phases
S3-9a2dcd7527,G-X;G-R,G,False,X,False,False,True,4,7,0.7692307692307693,-0.9999999999999999,-1.0,VTH_lost_across_phases
S3-6fc7f295a1,G-X;G-R,G,False,X,False,True,False,5,7,0.7692307692307693,-0.9999999999999999,-1.0,VTH_lost_across_phases
S3-60abf9bad0,G-X;G-R,G,False,X,False,True,True,6,8,,,,control_groups_gt_5
S3-6dc4ab3527,G-X;G-R,G,False,X,True,False,False,5,6,0.7692307692307693,-0.9999999999999999,-1.000000000000004,VTH_lost_across_phases
S3-cd59cd3f2b,G-X;G-R,G,False,X,True,False,True,5,7,0.7692307692307693,-0.9999999999999999,-1.000000000000004,VTH_lost_across_phases
S3-ecd996cd62,G-X;G-R,G,False,X,True,True,False,6,7,,,,control_groups_gt_5
S3-abf8ad5fe6,G-X;G-R,G,False,X,True,True,True,7,8,,,,control_groups_gt_5
S3-b3673f8e1c,G-X;G-R,G,True,G,False,False,False,5,6,0.9999999999999996,-1.0,-1.0,no_intrinsic_DATA_compression
S3-33afb2e328,G-X;G-R,G,True,G,False,False,True,5,7,0.9999999999999996,-1.0,-1.0,no_intrinsic_DATA_compression
S3-13a203ab62,G-X;G-R,G,True,G,False,True,False,6,7,,,,control_groups_gt_5
S3-4bd637fa4d,G-X;G-R,G,True,G,False,True,True,7,8,,,,control_groups_gt_5
S3-55ecd680a2,G-X;G-R,G,True,G,True,False,False,5,6,0.9999999999999996,-1.0,-1.0000000000000044,no_intrinsic_DATA_compression
S3-dcbf7e2b5d,G-X;G-R,G,True,G,True,False,True,5,7,0.9999999999999996,-1.0,-1.0000000000000044,no_intrinsic_DATA_compression
S3-38e8ad863c,G-X;G-R,G,True,G,True,True,False,6,7,,,,control_groups_gt_5
S3-be488db1e6,G-X;G-R,G,True,G,True,True,True,7,8,,,,control_groups_gt_5
S3-01397c0cec,G-X;G-R,G,True,S,False,False,False,5,6,,,,DATA_and_VINIT_short_in_WRITE
S3-ed2a865dd7,G-X;G-R,G,True,S,False,False,True,5,7,,,,DATA_and_VINIT_short_in_WRITE
S3-9fdf15c6d9,G-X;G-R,G,True,S,False,True,False,6,7,,,,control_groups_gt_5
S3-50ce10dff3,G-X;G-R,G,True,S,False,True,True,7,8,,,,control_groups_gt_5
S3-0ce681d1db,G-X;G-R,G,True,S,True,False,False,5,6,,,,DATA_and_VINIT_short_in_WRITE
S3-8d82243f7e,G-X;G-R,G,True,S,True,False,True,5,7,,,,DATA_and_VINIT_short_in_WRITE
S3-8e6f396cdc,G-X;G-R,G,True,S,True,True,False,6,7,,,,control_groups_gt_5
S3-1aae561b94,G-X;G-R,G,True,S,True,True,True,7,8,,,,control_groups_gt_5
S3-3aefb8f377,G-X;G-R,G,True,X,False,False,False,5,6,0.7692307692307693,-1.0000000000000013,-0.9999999999999998,VTH_lost_across_phases
S3-c44c338a95,G-X;G-R,G,True,X,False,False,True,5,7,0.7692307692307693,-1.0000000000000013,-0.9999999999999998,VTH_lost_across_phases
S3-155dbf8ddb,G-X;G-R,G,True,X,False,True,False,6,7,,,,control_groups_gt_5
S3-5592bae350,G-X;G-R,G,True,X,False,True,True,7,8,,,,control_groups_gt_5
S3-738f3eae93,G-X;G-R,G,True,X,True,False,False,5,6,0.7692307692307693,-1.0000000000000013,-1.0000000000000042,VTH_lost_across_phases
S3-bec843f780,G-X;G-R,G,True,X,True,False,True,5,7,0.7692307692307693,-1.0000000000000013,-1.0000000000000042,VTH_lost_across_phases
S3-2118de1fac,G-X;G-R,G,True,X,True,True,False,6,7,,,,control_groups_gt_5
S3-52dc0c0414,G-X;G-R,G,True,X,True,True,True,7,8,,,,control_groups_gt_5
S3-4d38f0bac9,G-X;S-X,R,False,G,False,False,False,4,6,1.0000000000000002,-1.0000000000000002,-6.661338147750939e-16,no_intrinsic_DATA_compression
S3-172ea1be76,G-X;S-X,R,False,G,False,False,True,4,7,1.0000000000000002,-1.0000000000000002,-6.661338147750939e-16,no_intrinsic_DATA_compression
S3-71a1667fdc,G-X;S-X,R,False,G,False,True,False,5,7,1.0000000000000002,-1.0000000000000002,-6.661338147750939e-16,no_intrinsic_DATA_compression
S3-e566f6523c,G-X;S-X,R,False,G,False,True,True,6,8,,,,control_groups_gt_5
S3-83b4d85d59,G-X;S-X,R,False,G,True,False,False,5,6,0.23076923076923125,-1.230769230769231,-0.9999999999999984,compression_only_after_WRITE
S3-efd786b824,G-X;S-X,R,False,G,True,False,True,5,7,0.23076923076923125,-1.230769230769231,-0.9999999999999984,compression_only_after_WRITE
S3-fa05f610cf,G-X;S-X,R,False,G,True,True,False,6,7,,,,control_groups_gt_5
S3-7dfcb67224,G-X;S-X,R,False,G,True,True,True,7,8,,,,control_groups_gt_5
S3-dd88c58689,G-X;S-X,R,False,S,False,False,False,4,6,,,,DATA_and_VINIT_short_in_WRITE
S3-80b5b4977f,G-X;S-X,R,False,S,False,False,True,4,7,,,,DATA_and_VINIT_short_in_WRITE
S3-d1463d0d9e,G-X;S-X,R,False,S,False,True,False,5,7,,,,DATA_and_VINIT_short_in_WRITE
S3-d3ed62e4d2,G-X;S-X,R,False,S,False,True,True,6,8,,,,control_groups_gt_5
S3-faecd83446,G-X;S-X,R,False,S,True,False,False,5,6,,,,DATA_and_VINIT_short_in_WRITE
S3-d364c51da9,G-X;S-X,R,False,S,True,False,True,5,7,,,,DATA_and_VINIT_short_in_WRITE
S3-54121d98d7,G-X;S-X,R,False,S,True,True,False,6,7,,,,control_groups_gt_5
S3-4a544e0436,G-X;S-X,R,False,S,True,True,True,7,8,,,,control_groups_gt_5
S3-403dd5d636,G-X;S-X,R,False,X,False,False,False,4,6,0.9999999999999997,-1.0000000000000013,-6.661338147750939e-16,no_intrinsic_DATA_compression
S3-e8b5b5028b,G-X;S-X,R,False,X,False,False,True,4,7,0.9999999999999997,-1.0000000000000013,-6.661338147750939e-16,no_intrinsic_DATA_compression
S3-ede17131b3,G-X;S-X,R,False,X,False,True,False,5,7,0.9999999999999997,-1.0000000000000013,-6.661338147750939e-16,no_intrinsic_DATA_compression
S3-a21583a0dc,G-X;S-X,R,False,X,False,True,True,6,8,,,,control_groups_gt_5
S3-ee7eff3f53,G-X;S-X,R,False,X,True,False,False,5,6,-3.706457181729207e-16,-1.0000000000000009,-0.9999999999999996,no_intrinsic_DATA_compression
S3-8ee433246b,G-X;S-X,R,False,X,True,False,True,5,7,-3.706457181729207e-16,-1.0000000000000009,-0.9999999999999996,no_intrinsic_DATA_compression
S3-1f46fad842,G-X;S-X,R,False,X,True,True,False,6,7,,,,control_groups_gt_5
S3-38bac84077,G-X;S-X,R,False,X,True,True,True,7,8,,,,control_groups_gt_5
S3-309dc07f7b,G-X;S-X,R,True,G,False,False,False,5,6,1.0000000000000002,-1.0,-6.661338147750939e-16,no_intrinsic_DATA_compression
S3-eaa310a9b3,G-X;S-X,R,True,G,False,False,True,5,7,1.0000000000000002,-1.0,-6.661338147750939e-16,no_intrinsic_DATA_compression
S3-a8797c7a69,G-X;S-X,R,True,G,False,True,False,6,7,,,,control_groups_gt_5
S3-1e6436864d,G-X;S-X,R,True,G,False,True,True,7,8,,,,control_groups_gt_5
S3-49af4449c8,G-X;S-X,R,True,G,True,False,False,5,6,0.23076923076923125,-1.0000000000000007,-1.0000000000000002,compression_only_after_WRITE
S3-67a6cd81cf,G-X;S-X,R,True,G,True,False,True,5,7,0.23076923076923125,-1.0000000000000007,-1.0000000000000002,compression_only_after_WRITE
S3-1c43edca7e,G-X;S-X,R,True,G,True,True,False,6,7,,,,control_groups_gt_5
S3-d36cd12a02,G-X;S-X,R,True,G,True,True,True,7,8,,,,control_groups_gt_5
S3-494017475a,G-X;S-X,R,True,S,False,False,False,5,6,,,,DATA_and_VINIT_short_in_WRITE
S3-3106407bf4,G-X;S-X,R,True,S,False,False,True,5,7,,,,DATA_and_VINIT_short_in_WRITE
S3-469339aff6,G-X;S-X,R,True,S,False,True,False,6,7,,,,control_groups_gt_5
S3-87299189ec,G-X;S-X,R,True,S,False,True,True,7,8,,,,control_groups_gt_5
S3-f73d99cc7b,G-X;S-X,R,True,S,True,False,False,5,6,,,,DATA_and_VINIT_short_in_WRITE
S3-77f283deb8,G-X;S-X,R,True,S,True,False,True,5,7,,,,DATA_and_VINIT_short_in_WRITE
S3-314850acd4,G-X;S-X,R,True,S,True,True,False,6,7,,,,control_groups_gt_5
S3-e97ee53607,G-X;S-X,R,True,S,True,True,True,7,8,,,,control_groups_gt_5
S3-8626e4ffee,G-X;S-X,R,True,X,False,False,False,5,6,0.9999999999999997,-1.0000000000000007,-5.551115123125783e-16,no_intrinsic_DATA_compression
S3-01c9e6a3cd,G-X;S-X,R,True,X,False,False,True,5,7,0.9999999999999997,-1.0000000000000007,-5.551115123125783e-16,no_intrinsic_DATA_compression
S3-aa15b0dc45,G-X;S-X,R,True,X,False,True,False,6,7,,,,control_groups_gt_5
S3-448f811844,G-X;S-X,R,True,X,False,True,True,7,8,,,,control_groups_gt_5
S3-83624368cf,G-X;S-X,R,True,X,True,False,False,5,6,-3.706457181729207e-16,-1.0000000000000007,-0.9999999999999996,no_intrinsic_DATA_compression
S3-8214bcf3b4,G-X;S-X,R,True,X,True,False,True,5,7,-3.706457181729207e-16,-1.0000000000000007,-0.9999999999999996,no_intrinsic_DATA_compression
S3-aec758cd0c,G-X;S-X,R,True,X,True,True,False,6,7,,,,control_groups_gt_5
S3-95ddd82554,G-X;S-X,R,True,X,True,True,True,7,8,,,,control_groups_gt_5
S3-18e661c543,G-X;S-X,S,False,G,False,False,False,4,6,1.0000000000000002,-1.0000000000000002,-6.661338147750939e-16,no_intrinsic_DATA_compression
S3-caefa3c3b4,G-X;S-X,S,False,G,False,False,True,4,7,1.0000000000000002,-1.0000000000000002,-6.661338147750939e-16,no_intrinsic_DATA_compression
S3-7035d0eec8,G-X;S-X,S,False,G,False,True,False,5,7,1.0000000000000002,-1.0000000000000002,-6.661338147750939e-16,no_intrinsic_DATA_compression
S3-a48e27cacf,G-X;S-X,S,False,G,False,True,True,6,8,,,,control_groups_gt_5
S3-64e5b28e87,G-X;S-X,S,False,G,True,False,False,5,6,0.23076923076923136,-0.23076923076923073,-4.440892098500626e-16,compression_only_after_WRITE
S3-47b109e82d,G-X;S-X,S,False,G,True,False,True,5,7,0.23076923076923136,-0.23076923076923073,-4.440892098500626e-16,compression_only_after_WRITE
S3-d0e764f1cf,G-X;S-X,S,False,G,True,True,False,6,7,,,,control_groups_gt_5
S3-93ebe0cdbb,G-X;S-X,S,False,G,True,True,True,7,8,,,,control_groups_gt_5
S3-9a5972ffd4,G-X;S-X,S,False,S,False,False,False,4,6,,,,DATA_and_VINIT_short_in_WRITE
S3-43c919cd56,G-X;S-X,S,False,S,False,False,True,4,7,,,,DATA_and_VINIT_short_in_WRITE
S3-71f0ede5b6,G-X;S-X,S,False,S,False,True,False,5,7,,,,DATA_and_VINIT_short_in_WRITE
S3-80f597e3d3,G-X;S-X,S,False,S,False,True,True,6,8,,,,control_groups_gt_5
S3-61861181b3,G-X;S-X,S,False,S,True,False,False,5,6,,,,DATA_and_VINIT_short_in_WRITE
S3-e27ba9ab2b,G-X;S-X,S,False,S,True,False,True,5,7,,,,DATA_and_VINIT_short_in_WRITE
S3-40c1a1739a,G-X;S-X,S,False,S,True,True,False,6,7,,,,control_groups_gt_5
S3-075ce2d695,G-X;S-X,S,False,S,True,True,True,7,8,,,,control_groups_gt_5
S3-3ab833d7db,G-X;S-X,S,False,X,False,False,False,4,6,0.9999999999999997,0.0,-6.661338147750939e-16,no_intrinsic_DATA_compression
S3-a313fe01fd,G-X;S-X,S,False,X,False,False,True,4,7,0.9999999999999997,0.0,-6.661338147750939e-16,no_intrinsic_DATA_compression
S3-560d521e92,G-X;S-X,S,False,X,False,True,False,5,7,0.9999999999999997,0.0,-6.661338147750939e-16,no_intrinsic_DATA_compression
S3-6ed644a403,G-X;S-X,S,False,X,False,True,True,6,8,,,,control_groups_gt_5
S3-13c6d7b456,G-X;S-X,S,False,X,True,False,False,5,6,-1.2526270261791241e-17,0.0,3.3306690738754696e-16,no_intrinsic_DATA_compression
S3-863dc6e322,G-X;S-X,S,False,X,True,False,True,5,7,-1.2526270261791241e-17,0.0,3.3306690738754696e-16,no_intrinsic_DATA_compression
S3-194cb109b7,G-X;S-X,S,False,X,True,True,False,6,7,,,,control_groups_gt_5
S3-c01b7fff21,G-X;S-X,S,False,X,True,True,True,7,8,,,,control_groups_gt_5
S3-c65843a5f2,G-X;S-X,S,True,G,False,False,False,5,6,1.0000000000000002,-1.0000000000000002,-6.661338147750939e-16,no_intrinsic_DATA_compression
S3-566edfca4f,G-X;S-X,S,True,G,False,False,True,5,7,1.0000000000000002,-1.0000000000000002,-6.661338147750939e-16,no_intrinsic_DATA_compression
S3-e2c645d2a5,G-X;S-X,S,True,G,False,True,False,6,7,,,,control_groups_gt_5
S3-dbdfc3dd7e,G-X;S-X,S,True,G,False,True,True,7,8,,,,control_groups_gt_5
S3-622d051f23,G-X;S-X,S,True,G,True,False,False,5,6,0.23076923076923136,-0.2307692307692314,-4.440892098500626e-16,compression_only_after_WRITE
S3-4210ea431a,G-X;S-X,S,True,G,True,False,True,5,7,0.23076923076923136,-0.2307692307692314,-4.440892098500626e-16,compression_only_after_WRITE
S3-de839ed515,G-X;S-X,S,True,G,True,True,False,6,7,,,,control_groups_gt_5
S3-73f98578d0,G-X;S-X,S,True,G,True,True,True,7,8,,,,control_groups_gt_5
S3-26d43b1947,G-X;S-X,S,True,S,False,False,False,5,6,,,,DATA_and_VINIT_short_in_WRITE
S3-a57624c8df,G-X;S-X,S,True,S,False,False,True,5,7,,,,DATA_and_VINIT_short_in_WRITE
S3-dcc36ed418,G-X;S-X,S,True,S,False,True,False,6,7,,,,control_groups_gt_5
S3-8cb8d0ca6c,G-X;S-X,S,True,S,False,True,True,7,8,,,,control_groups_gt_5
S3-c2d5364531,G-X;S-X,S,True,S,True,False,False,5,6,,,,DATA_and_VINIT_short_in_WRITE
S3-725d32ae01,G-X;S-X,S,True,S,True,False,True,5,7,,,,DATA_and_VINIT_short_in_WRITE
S3-a5f172642f,G-X;S-X,S,True,S,True,True,False,6,7,,,,control_groups_gt_5
S3-66eb8a7813,G-X;S-X,S,True,S,True,True,True,7,8,,,,control_groups_gt_5
S3-f84b5d78bd,G-X;S-X,S,True,X,False,False,False,5,6,0.9999999999999997,-1.1102230246251565e-16,-6.661338147750939e-16,no_intrinsic_DATA_compression
S3-38e6a850c6,G-X;S-X,S,True,X,False,False,True,5,7,0.9999999999999997,-1.1102230246251565e-16,-6.661338147750939e-16,no_intrinsic_DATA_compression
S3-a12f767cbb,G-X;S-X,S,True,X,False,True,False,6,7,,,,control_groups_gt_5
S3-bf4090563a,G-X;S-X,S,True,X,False,True,True,7,8,,,,control_groups_gt_5
S3-658e183941,G-X;S-X,S,True,X,True,False,False,5,6,-1.2526270261791241e-17,-1.1102230246251565e-16,3.3306690738754696e-16,no_intrinsic_DATA_compression
S3-70d3bd3b87,G-X;S-X,S,True,X,True,False,True,5,7,-1.2526270261791241e-17,-1.1102230246251565e-16,3.3306690738754696e-16,no_intrinsic_DATA_compression
S3-44bc9affc6,G-X;S-X,S,True,X,True,True,False,6,7,,,,control_groups_gt_5
S3-d9b9de1d37,G-X;S-X,S,True,X,True,True,True,7,8,,,,control_groups_gt_5
S3-00fc587365,G-X;S-X,G,False,G,False,False,False,4,6,1.0000000000000002,-1.0000000000000004,-6.661338147750939e-16,no_intrinsic_DATA_compression
S3-5cec098b64,G-X;S-X,G,False,G,False,False,True,4,7,1.0000000000000002,-1.0000000000000004,-6.661338147750939e-16,no_intrinsic_DATA_compression
S3-29fb54af8b,G-X;S-X,G,False,G,False,True,False,5,7,1.0000000000000002,-1.0000000000000004,-6.661338147750939e-16,no_intrinsic_DATA_compression
S3-5af8d6b372,G-X;S-X,G,False,G,False,True,True,6,8,,,,control_groups_gt_5
S3-4e6fd24c62,G-X;S-X,G,False,G,True,False,False,5,6,0.7692307692307688,-0.7692307692307687,1.6653345369377348e-15,compression_only_after_WRITE
S3-2db6f1e300,G-X;S-X,G,False,G,True,False,True,5,7,0.7692307692307688,-0.7692307692307687,1.6653345369377348e-15,compression_only_after_WRITE
S3-a88f94aeb4,G-X;S-X,G,False,G,True,True,False,6,7,,,,control_groups_gt_5
S3-66c76bbdd2,G-X;S-X,G,False,G,True,True,True,7,8,,,,control_groups_gt_5
S3-b3f2091e9d,G-X;S-X,G,False,S,False,False,False,4,6,,,,DATA_and_VINIT_short_in_WRITE
S3-b6cdb62ffa,G-X;S-X,G,False,S,False,False,True,4,7,,,,DATA_and_VINIT_short_in_WRITE
S3-16cd762a99,G-X;S-X,G,False,S,False,True,False,5,7,,,,DATA_and_VINIT_short_in_WRITE
S3-a3caa79527,G-X;S-X,G,False,S,False,True,True,6,8,,,,control_groups_gt_5
S3-0eb847d586,G-X;S-X,G,False,S,True,False,False,5,6,,,,DATA_and_VINIT_short_in_WRITE
S3-040996e285,G-X;S-X,G,False,S,True,False,True,5,7,,,,DATA_and_VINIT_short_in_WRITE
S3-867ca1a0e4,G-X;S-X,G,False,S,True,True,False,6,7,,,,control_groups_gt_5
S3-5f65e524b9,G-X;S-X,G,False,S,True,True,True,7,8,,,,control_groups_gt_5
S3-8efb7030e4,G-X;S-X,G,False,X,False,False,False,4,6,0.9999999999999997,-1.0000000000000009,-6.661338147750939e-16,no_intrinsic_DATA_compression
S3-11e8188d7c,G-X;S-X,G,False,X,False,False,True,4,7,0.9999999999999997,-1.0000000000000009,-6.661338147750939e-16,no_intrinsic_DATA_compression
S3-27ddba484e,G-X;S-X,G,False,X,False,True,False,5,7,0.9999999999999997,-1.0000000000000009,-6.661338147750939e-16,no_intrinsic_DATA_compression
S3-4a1b69e2e9,G-X;S-X,G,False,X,False,True,True,6,8,,,,control_groups_gt_5
S3-ae5e18d12f,G-X;S-X,G,False,X,True,False,False,5,6,1.0,-0.9999999999999999,3.552713678800501e-15,no_intrinsic_DATA_compression
S3-784dbffb55,G-X;S-X,G,False,X,True,False,True,5,7,1.0,-0.9999999999999999,3.552713678800501e-15,no_intrinsic_DATA_compression
S3-f4d7e7cafa,G-X;S-X,G,False,X,True,True,False,6,7,,,,control_groups_gt_5
S3-dd786293e5,G-X;S-X,G,False,X,True,True,True,7,8,,,,control_groups_gt_5
S3-4f7107f9e2,G-X;S-X,G,True,G,False,False,False,5,6,1.0000000000000002,-1.0000000000000007,-6.661338147750939e-16,no_intrinsic_DATA_compression
S3-9af5ab0531,G-X;S-X,G,True,G,False,False,True,5,7,1.0000000000000002,-1.0000000000000007,-6.661338147750939e-16,no_intrinsic_DATA_compression
S3-9ef227e902,G-X;S-X,G,True,G,False,True,False,6,7,,,,control_groups_gt_5
S3-56c4858686,G-X;S-X,G,True,G,False,True,True,7,8,,,,control_groups_gt_5
S3-bcb744d225,G-X;S-X,G,True,G,True,False,False,5,6,0.7692307692307688,-0.7692307692307687,2.6645352591003757e-15,compression_only_after_WRITE
S3-32aee3b675,G-X;S-X,G,True,G,True,False,True,5,7,0.7692307692307688,-0.7692307692307687,2.6645352591003757e-15,compression_only_after_WRITE
S3-08141d86b7,G-X;S-X,G,True,G,True,True,False,6,7,,,,control_groups_gt_5
S3-1e6b0f0a76,G-X;S-X,G,True,G,True,True,True,7,8,,,,control_groups_gt_5
S3-a5337449f2,G-X;S-X,G,True,S,False,False,False,5,6,,,,DATA_and_VINIT_short_in_WRITE
S3-ce29769754,G-X;S-X,G,True,S,False,False,True,5,7,,,,DATA_and_VINIT_short_in_WRITE
S3-ddcb17c23d,G-X;S-X,G,True,S,False,True,False,6,7,,,,control_groups_gt_5
S3-775fb0d756,G-X;S-X,G,True,S,False,True,True,7,8,,,,control_groups_gt_5
S3-119cc33234,G-X;S-X,G,True,S,True,False,False,5,6,,,,DATA_and_VINIT_short_in_WRITE
S3-d1f12e86e5,G-X;S-X,G,True,S,True,False,True,5,7,,,,DATA_and_VINIT_short_in_WRITE
S3-14f9968cb0,G-X;S-X,G,True,S,True,True,False,6,7,,,,control_groups_gt_5
S3-280c91498b,G-X;S-X,G,True,S,True,True,True,7,8,,,,control_groups_gt_5
S3-2d7a46e457,G-X;S-X,G,True,X,False,False,False,5,6,0.9999999999999997,-1.0000000000000004,-6.661338147750939e-16,no_intrinsic_DATA_compression
S3-81633f842e,G-X;S-X,G,True,X,False,False,True,5,7,0.9999999999999997,-1.0000000000000004,-6.661338147750939e-16,no_intrinsic_DATA_compression
S3-71768af82f,G-X;S-X,G,True,X,False,True,False,6,7,,,,control_groups_gt_5
S3-d99a86e351,G-X;S-X,G,True,X,False,True,True,7,8,,,,control_groups_gt_5
S3-4eb9c48305,G-X;S-X,G,True,X,True,False,False,5,6,1.0,-1.0000000000000002,3.3306690738754696e-15,no_intrinsic_DATA_compression
S3-bfcd9bad43,G-X;S-X,G,True,X,True,False,True,5,7,1.0,-1.0000000000000002,3.3306690738754696e-15,no_intrinsic_DATA_compression
S3-d442b92d4e,G-X;S-X,G,True,X,True,True,False,6,7,,,,control_groups_gt_5
S3-c3bf229bc5,G-X;S-X,G,True,X,True,True,True,7,8,,,,control_groups_gt_5
S3-3791888b2a,G-X;S-R,R,False,G,False,False,False,4,6,1.0,-1.0,-0.9999999999999998,no_intrinsic_DATA_compression
S3-f39473c53f,G-X;S-R,R,False,G,False,False,True,4,7,1.0,-1.0,-0.9999999999999998,no_intrinsic_DATA_compression
S3-8268aa2c1f,G-X;S-R,R,False,G,False,True,False,5,7,1.0,-1.0,-0.9999999999999998,no_intrinsic_DATA_compression
S3-3ad551f66c,G-X;S-R,R,False,G,False,True,True,6,8,,,,control_groups_gt_5
S3-29638c84e9,G-X;S-R,R,False,G,True,False,False,5,6,0.0,-1.0000000000000016,-1.0,no_intrinsic_DATA_compression
S3-f2e4746a2d,G-X;S-R,R,False,G,True,False,True,5,7,0.0,-1.0000000000000016,-1.0,no_intrinsic_DATA_compression
S3-28d28a6d16,G-X;S-R,R,False,G,True,True,False,6,7,,,,control_groups_gt_5
S3-568e0a5c05,G-X;S-R,R,False,G,True,True,True,7,8,,,,control_groups_gt_5
S3-12a67f74c3,G-X;S-R,R,False,S,False,False,False,4,6,,,,DATA_and_VINIT_short_in_WRITE
S3-01fcce19a5,G-X;S-R,R,False,S,False,False,True,4,7,,,,DATA_and_VINIT_short_in_WRITE
S3-401d736d91,G-X;S-R,R,False,S,False,True,False,5,7,,,,DATA_and_VINIT_short_in_WRITE
S3-554435c6e4,G-X;S-R,R,False,S,False,True,True,6,8,,,,control_groups_gt_5
S3-8bbfd5e823,G-X;S-R,R,False,S,True,False,False,5,6,,,,DATA_and_VINIT_short_in_WRITE
S3-0907bcc944,G-X;S-R,R,False,S,True,False,True,5,7,,,,DATA_and_VINIT_short_in_WRITE
S3-0e1a0fea96,G-X;S-R,R,False,S,True,True,False,6,7,,,,control_groups_gt_5
S3-9af6a35748,G-X;S-R,R,False,S,True,True,True,7,8,,,,control_groups_gt_5
S3-8d2f0e27fd,G-X;S-R,R,False,X,False,False,False,4,6,1.0,-1.0000000000000016,-0.9999999999999999,no_intrinsic_DATA_compression
S3-799650c7bf,G-X;S-R,R,False,X,False,False,True,4,7,1.0,-1.0000000000000016,-0.9999999999999999,no_intrinsic_DATA_compression
S3-d138221db9,G-X;S-R,R,False,X,False,True,False,5,7,1.0,-1.0000000000000016,-0.9999999999999999,no_intrinsic_DATA_compression
S3-080e9ec377,G-X;S-R,R,False,X,False,True,True,6,8,,,,control_groups_gt_5
S3-9d42c4ec6f,G-X;S-R,R,False,X,True,False,False,5,6,-8.881784197001252e-16,-1.0000000000000016,-1.0,no_intrinsic_DATA_compression
S3-273122a99f,G-X;S-R,R,False,X,True,False,True,5,7,-8.881784197001252e-16,-1.0000000000000016,-1.0,no_intrinsic_DATA_compression
S3-ce992edeff,G-X;S-R,R,False,X,True,True,False,6,7,,,,control_groups_gt_5
S3-7d814d26aa,G-X;S-R,R,False,X,True,True,True,7,8,,,,control_groups_gt_5
S3-10dce42e6e,G-X;S-R,R,True,G,False,False,False,5,6,1.0,-1.0,-0.9999999999999998,no_intrinsic_DATA_compression
S3-b4379dcb58,G-X;S-R,R,True,G,False,False,True,5,7,1.0,-1.0,-0.9999999999999998,no_intrinsic_DATA_compression
S3-b07052f534,G-X;S-R,R,True,G,False,True,False,6,7,,,,control_groups_gt_5
S3-b7c5a10db4,G-X;S-R,R,True,G,False,True,True,7,8,,,,control_groups_gt_5
S3-a8b8447147,G-X;S-R,R,True,G,True,False,False,5,6,0.0,-1.0000000000000018,-1.0,no_intrinsic_DATA_compression
S3-e723fe1913,G-X;S-R,R,True,G,True,False,True,5,7,0.0,-1.0000000000000018,-1.0,no_intrinsic_DATA_compression
S3-04e45614cf,G-X;S-R,R,True,G,True,True,False,6,7,,,,control_groups_gt_5
S3-5e35497c5f,G-X;S-R,R,True,G,True,True,True,7,8,,,,control_groups_gt_5
S3-d30e503c87,G-X;S-R,R,True,S,False,False,False,5,6,,,,DATA_and_VINIT_short_in_WRITE
S3-17dc528c46,G-X;S-R,R,True,S,False,False,True,5,7,,,,DATA_and_VINIT_short_in_WRITE
S3-543c6137f3,G-X;S-R,R,True,S,False,True,False,6,7,,,,control_groups_gt_5
