time_s,vg,vs,vx,vgs,gc,xc,sc,dc,ec
1.414994660000000031e-05,3.000658009999999987e+00,2.405437080000000005e+00,2.405415159999999997e+00,5.952209280000000380e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.434994660000000009e-05,3.000639989999999813e+00,2.406730469999999844e+00,2.406709160000000125e+00,5.939095170000000534e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.454994659999999987e-05,3.000622710000000026e+00,2.407988920000000199e+00,2.407968180000000125e+00,5.926337830000000251e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.474994659999999965e-05,3.000606110000000104e+00,2.409213820000000172e+00,2.409193629999999864e+00,5.913922879999999882e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.494994659999999943e-05,3.000590170000000168e+00,2.410406500000000118e+00,2.410386840000000142e+00,5.901836719999999925e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.514994659999999921e-05,3.000574850000000016e+00,2.411568200000000051e+00,2.411549060000000022e+00,5.890066459999999671e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.534994659999999899e-05,3.000560119999999831e+00,2.412700130000000165e+00,2.412681469999999884e+00,5.878599869999999727e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.554994660000000046e-05,3.000545949999999795e+00,2.413803409999999872e+00,2.413785229999999782e+00,5.867425349999999540e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.574994659999999854e-05,3.000532310000000091e+00,2.414879120000000157e+00,2.414861389999999997e+00,5.856531860000000478e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.594994660000000002e-05,3.000519170000000013e+00,2.415928280000000150e+00,2.415910980000000041e+00,5.845908950000000548e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.614994660000000149e-05,3.000506520000000066e+00,2.416951849999999791e+00,2.416934980000000177e+00,5.835546649999999724e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.634994659999999958e-05,3.000494320000000048e+00,2.417950770000000027e+00,2.417934300000000203e+00,5.825435479999999666e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.654994660000000105e-05,3.000482560000000021e+00,2.418925910000000012e+00,2.418909839999999978e+00,5.815566429999999842e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.674994659999999913e-05,3.000471210000000166e+00,2.419878119999999910e+00,2.419862419999999847e+00,5.805930900000000339e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.694994660000000061e-05,3.000460260000000101e+00,2.420808189999999804e+00,2.420792850000000218e+00,5.796520689999999920e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.714994659999999869e-05,3.000449680000000008e+00,2.421716879999999961e+00,2.421701899999999963e+00,5.787328000000000472e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.734994660000000017e-05,3.000439469999999886e+00,2.422604929999999879e+00,2.422590290000000035e+00,5.778345369999999814e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.754994660000000164e-05,3.000429599999999919e+00,2.423473029999999806e+00,2.423458720000000177e+00,5.769565679999999475e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.774994659999999972e-05,3.000420060000000166e+00,2.424321840000000172e+00,2.424307849999999931e+00,5.760982129999999701e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.794994660000000120e-05,3.000410829999999862e+00,2.425152010000000136e+00,2.425138319999999847e+00,5.752588210000000313e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.814994659999999928e-05,3.000401899999999955e+00,2.425964130000000107e+00,2.425950740000000216e+00,5.744377720000000132e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.834994660000000076e-05,3.000393270000000001e+00,2.426758799999999994e+00,2.426745690000000177e+00,5.736344700000000074e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.854994659999999884e-05,3.000384899999999799e+00,2.427536560000000065e+00,2.427523729999999880e+00,5.728483460000000083e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.874994660000000031e-05,3.000376800000000177e+00,2.428297950000000149e+00,2.428285390000000099e+00,5.720788549999999972e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.894994659999999840e-05,3.000368959999999863e+00,2.429043479999999811e+00,2.429031189999999896e+00,5.713254749999999715e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.914994659999999987e-05,3.000361349999999927e+00,2.429773650000000007e+00,2.429761609999999905e+00,5.705877050000000006e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.934994660000000135e-05,3.000353979999999865e+00,2.430488920000000164e+00,2.430477119999999935e+00,5.698650650000000040e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.954994659999999943e-05,3.000346829999999798e+00,2.431189740000000210e+00,2.431178179999999855e+00,5.691570940000000300e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.974994660000000090e-05,3.000339900000000171e+00,2.431876550000000137e+00,2.431865230000000100e+00,5.684633500000000339e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.994994659999999899e-05,3.000333170000000216e+00,2.432549770000000056e+00,2.432538660000000075e+00,5.677834080000000450e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.014994660000000046e-05,3.000326639999999934e+00,2.433209779999999878e+00,2.433198899999999831e+00,5.671168610000000276e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.034994659999999855e-05,3.000320299999999829e+00,2.433856990000000220e+00,2.433846309999999846e+00,5.664633169999999662e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.054994660000000002e-05,3.000314149999999902e+00,2.434491749999999843e+00,2.434481279999999970e+00,5.658223989999999759e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.074994660000000149e-05,3.000308159999999891e+00,2.435114420000000113e+00,2.435104149999999912e+00,5.651937449999999696e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.094994659999999958e-05,3.000302350000000118e+00,2.435725349999999789e+00,2.435715270000000210e+00,5.645770060000000479e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.114994660000000105e-05,3.000296699999999817e+00,2.436324860000000037e+00,2.436314970000000191e+00,5.639718470000000261e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.134994659999999914e-05,3.000291209999999875e+00,2.436913269999999798e+00,2.436903560000000191e+00,5.633779439999999639e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.154994660000000061e-05,3.000285869999999910e+00,2.437490879999999915e+00,2.437481360000000041e+00,5.627949859999999971e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.174994659999999870e-05,3.000280669999999983e+00,2.438057999999999836e+00,2.438048649999999817e+00,5.622226750000000051e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.194994660000000017e-05,3.000275620000000032e+00,2.438614900000000141e+00,2.438605710000000037e+00,5.616607200000000022e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.214994660000000164e-05,3.000270700000000179e+00,2.439161850000000076e+00,2.439152829999999827e+00,5.611088429999999683e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.234994659999999973e-05,3.000265909999999980e+00,2.439699130000000160e+00,2.439690269999999828e+00,5.605667760000000444e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.254994660000000120e-05,3.000261239999999940e+00,2.440226979999999823e+00,2.440218279999999851e+00,5.600342600000000060e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.274994659999999929e-05,3.000256699999999999e+00,2.440745660000000150e+00,2.440737100000000215e+00,5.595110439999999574e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.294994660000000076e-05,3.000252280000000216e+00,2.441255389999999803e+00,2.441246979999999844e+00,5.589968870000000534e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.314994659999999884e-05,3.000247970000000208e+00,2.441756409999999988e+00,2.441748150000000006e+00,5.584915550000000284e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.334994660000000032e-05,3.000243760000000037e+00,2.442248939999999813e+00,2.442240819999999868e+00,5.579948240000000004e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.354994659999999840e-05,3.000239670000000025e+00,2.442733190000000221e+00,2.442725199999999930e+00,5.575064760000000286e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.374994659999999988e-05,3.000235679999999849e+00,2.443209369999999936e+00,2.443201520000000126e+00,5.570263009999999460e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.394994660000000135e-05,3.000231780000000015e+00,2.443677689999999902e+00,2.443669959999999808e+00,5.565540939999999992e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.414994659999999943e-05,3.000227980000000017e+00,2.444138319999999975e+00,2.444130719999999979e+00,5.560896600000000412e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.434994660000000091e-05,3.000224279999999855e+00,2.444591470000000211e+00,2.444583989999999929e+00,5.556328090000000053e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.454994659999999899e-05,3.000220660000000095e+00,2.445037300000000080e+00,2.445029949999999896e+00,5.551833550000000450e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.474994660000000047e-05,3.000217129999999788e+00,2.445476010000000144e+00,2.445468770000000180e+00,5.547411209999999482e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.494994659999999855e-05,3.000213679999999883e+00,2.445907749999999936e+00,2.445900630000000131e+00,5.543059350000000274e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.514994660000000002e-05,3.000210319999999875e+00,2.446332690000000198e+00,2.446325680000000169e+00,5.538776290000000380e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.534994660000000150e-05,3.000207029999999886e+00,2.446750989999999959e+00,2.446744090000000149e+00,5.534560410000000097e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.554994659999999958e-05,3.000203819999999855e+00,2.447162810000000022e+00,2.447156010000000048e+00,5.530410159999999964e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.574994660000000106e-05,3.000200689999999781e+00,2.447568289999999980e+00,2.447561599999999782e+00,5.526324000000000236e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.594994659999999914e-05,3.000197619999999787e+00,2.447967579999999810e+00,2.447960989999999892e+00,5.522300470000000017e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.614994660000000061e-05,3.000194630000000195e+00,2.448360819999999993e+00,2.448354329999999912e+00,5.518338130000000064e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.634994659999999870e-05,3.000191699999999795e+00,2.448748140000000184e+00,2.448741749999999939e+00,5.514435610000000265e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.654994660000000017e-05,3.000188839999999857e+00,2.449129689999999915e+00,2.449123390000000011e+00,5.510591559999999944e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.674994660000000165e-05,3.000186039999999998e+00,2.449505579999999849e+00,2.449499379999999782e+00,5.506804669999999513e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.694994659999999973e-05,3.000183310000000159e+00,2.449875940000000085e+00,2.449869829999999915e+00,5.503073680000000190e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.714994660000000120e-05,3.000180630000000015e+00,2.450240899999999833e+00,2.450234870000000065e+00,5.499397369999999841e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.734994659999999929e-05,3.000178009999999951e+00,2.450600559999999817e+00,2.450594629999999885e+00,5.495774530000000491e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.754994660000000076e-05,3.000175449999999966e+00,2.450955050000000135e+00,2.450949200000000161e+00,5.492204019999999964e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.774994659999999885e-05,3.000172950000000061e+00,2.451304470000000180e+00,2.451298710000000103e+00,5.488684710000000244e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.794994660000000032e-05,3.000170489999999912e+00,2.451648940000000110e+00,2.451643259999999991e+00,5.485215500000000244e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.814994659999999841e-05,3.000168089999999843e+00,2.451988560000000206e+00,2.451982950000000105e+00,5.481795329999999966e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.834994659999999988e-05,3.000165739999999914e+00,2.452323419999999921e+00,2.452317900000000161e+00,5.478423180000000503e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.854994660000000135e-05,3.000163440000000126e+00,2.452653629999999918e+00,2.452648190000000117e+00,5.475098040000000443e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.874994659999999944e-05,3.000161180000000094e+00,2.452979290000000034e+00,2.452973919999999808e+00,5.471818920000000031e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.894994660000000091e-05,3.000158970000000203e+00,2.453300479999999784e+00,2.453295189999999959e+00,5.468584899999999749e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.914994659999999900e-05,3.000156810000000007e+00,2.453617309999999829e+00,2.453612080000000084e+00,5.465395029999999821e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.934994660000000047e-05,3.000154690000000013e+00,2.453929850000000190e+00,2.453924690000000020e+00,5.462248429999999599e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.954994659999999855e-05,3.000152620000000159e+00,2.454238189999999875e+00,2.454233110000000107e+00,5.459144209999999831e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.974994660000000003e-05,3.000150580000000122e+00,2.454542430000000053e+00,2.454537409999999920e+00,5.456081539999999563e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.994994660000000150e-05,3.000148579999999843e+00,2.454842629999999915e+00,2.454837669999999861e+00,5.453059580000000350e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.014994659999999959e-05,3.000146630000000147e+00,2.455138879999999801e+00,2.455133990000000210e+00,5.450077530000000392e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.034994660000000106e-05,3.000144709999999826e+00,2.455431250000000176e+00,2.455426430000000160e+00,5.447134599999999827e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.054994659999999914e-05,3.000142830000000149e+00,2.455719830000000048e+00,2.455715070000000111e+00,5.444230020000000447e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.074994659999999723e-05,3.000140989999999785e+00,2.456004679999999940e+00,2.455999980000000082e+00,5.441363059999999585e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.094994660000000209e-05,3.000139180000000128e+00,2.456285879999999811e+00,2.456281240000000032e+00,5.438532990000000122e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.114994660000000018e-05,3.000137409999999782e+00,2.456563500000000122e+00,2.456558919999999979e+00,5.435739099999999935e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.134994659999999826e-05,3.000135670000000143e+00,2.456837600000000066e+00,2.456833070000000063e+00,5.432980699999999663e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.154994660000000312e-05,3.000133959999999878e+00,2.457108250000000105e+00,2.457103780000000182e+00,5.430257120000000493e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.174994660000000121e-05,3.000132279999999874e+00,2.457375509999999874e+00,2.457371100000000030e+00,5.427567709999999712e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.194994659999999929e-05,3.000130640000000071e+00,2.457639460000000220e+00,2.457635100000000072e+00,5.424911820000000162e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.214994659999999738e-05,3.000129030000000085e+00,2.457900140000000011e+00,2.457895839999999943e+00,5.422288840000000221e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.234994660000000224e-05,3.000127439999999979e+00,2.458157630000000093e+00,2.458153380000000165e+00,5.419698160000000486e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.254994660000000032e-05,3.000125890000000073e+00,2.458411969999999780e+00,2.458407769999999992e+00,5.417139189999999882e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.274994659999999841e-05,3.000124360000000046e+00,2.458663229999999977e+00,2.458659079999999886e+00,5.414611350000000378e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.294994660000000327e-05,3.000122859999999836e+00,2.458911459999999938e+00,2.458907359999999986e+00,5.412114059999999505e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.314994660000000136e-05,3.000121389999999888e+00,2.459156709999999801e+00,2.459152659999999990e+00,5.409646799999999756e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.334994659999999944e-05,3.000119950000000202e+00,2.459399040000000092e+00,2.459395049999999916e+00,5.407208999999999488e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.354994659999999753e-05,3.000118520000000011e+00,2.459638510000000000e+00,2.459634560000000025e+00,5.404800170000000348e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.374994660000000239e-05,3.000117130000000021e+00,2.459875149999999788e+00,2.459871249999999954e+00,5.402419769999999843e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.394994660000000047e-05,3.000115759999999909e+00,2.460109029999999919e+00,2.460105169999999841e+00,5.400067309999999621e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.414994659999999856e-05,3.000114410000000120e+00,2.460340180000000210e+00,2.460336369999999828e+00,5.397742300000000215e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.434994659999999664e-05,3.000113090000000149e+00,2.460568659999999852e+00,2.460564890000000116e+00,5.395444259999999659e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.454994660000000150e-05,3.000111790000000056e+00,2.460794509999999935e+00,2.460790789999999895e+00,5.393172739999999576e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.474994659999999959e-05,3.000110509999999842e+00,2.461017780000000155e+00,2.461014099999999871e+00,5.390927260000000221e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.494994659999999767e-05,3.000109249999999950e+00,2.461238509999999824e+00,2.461234870000000186e+00,5.388707390000000430e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.514994660000000254e-05,3.000108019999999875e+00,2.461456749999999971e+00,2.461453150000000090e+00,5.386512700000000153e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.534994660000000062e-05,3.000106800000000185e+00,2.461672529999999970e+00,2.461668969999999845e+00,5.384342749999999622e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.554994659999999871e-05,3.000105609999999867e+00,2.461885899999999960e+00,2.461882370000000098e+00,5.382197130000000440e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.574994659999999679e-05,3.000104429999999933e+00,2.462096890000000204e+00,2.462093410000000038e+00,5.380075439999999487e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.594994660000000165e-05,3.000103279999999817e+00,2.462305549999999954e+00,2.462302109999999988e+00,5.377977280000000304e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.614994659999999974e-05,3.000102140000000084e+00,2.462511919999999854e+00,2.462508510000000150e+00,5.375902249999999771e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.634994659999999782e-05,3.000101030000000168e+00,2.462716030000000167e+00,2.462712660000000220e+00,5.373849979999999471e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.654994660000000268e-05,3.000099930000000192e+00,2.462917920000000205e+00,2.462914590000000015e+00,5.371820099999999876e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.674994660000000077e-05,3.000098850000000095e+00,2.463117619999999786e+00,2.463114329999999796e+00,5.369812240000000347e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.694994659999999886e-05,3.000097779999999936e+00,2.463315179999999938e+00,2.463311920000000210e+00,5.367826049999999682e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.714994659999999694e-05,3.000096740000000040e+00,2.463510620000000095e+00,2.463507390000000186e+00,5.365861180000000008e-01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
