candidate_id,topology_id,timing_id,transistor_count,c1_other,comp_node,data_node,anchor_node,bridge_node,anchor_mask,em_mask,address_us,t_reset_us,t_comp_us,t_write_us,t_dead_cw_us,t_dead_we_us,t_emit_us,functional,score,max_rcer_pct,max_prior_error_pct,off_current_nA,low_current_nA,mid_current_nA,high_current_nA,s_th,g_data,monotonic_margin_nA,pareto
PX-BD8AA698+TM-8041B5D5,PX-BD8AA698,TM-8041B5D5,6,A,A,A,B,NONE,1110,1001,3.65,0.5,1.0,2.0,0.1,0.05,6.0,False,-71.405639825719,193.00103352150205,199.38302717350655,17.298425069322803,0.0652210061249113,10.219256348643876,61.91009925598394,0.2937102788528308,0.5233724115544273,10.154035342518963,False
PX-BD8AA698+TM-AC550B76,PX-BD8AA698,TM-AC550B76,6,A,A,A,B,NONE,1110,1001,3.7,0.5,1.0,2.0,0.1,0.1,6.0,False,-71.41723489502002,193.26236145834775,199.3805960049506,17.298425069322803,0.06506272970660554,10.219258507944984,61.90940903325102,0.2937102788528308,0.523366681276517,10.154195778238378,False
PX-BD8AA698+TM-C84B98D5,PX-BD8AA698,TM-C84B98D5,6,A,A,A,B,NONE,1110,1001,3.0999999999999996,0.5,2.0,0.5,0.05,0.05,6.0,False,-69.74740738304091,133.53224320744638,140.8865629182714,17.298425069322803,0.035389777364065324,10.308432479994345,64.26705302693126,0.4236734319724032,0.5403352472093882,10.27304270263028,False
PX-BD8AA698+TM-A9341DA7,PX-BD8AA698,TM-A9341DA7,6,A,A,A,B,NONE,1110,1001,3.15,0.5,2.0,0.5,0.05,0.1,6.0,False,-69.75301396026578,132.71266313530447,140.421619206554,17.298425069322803,0.03527387087550094,10.308405712209355,64.26624102159309,0.4236734319724032,0.5403587421593203,10.273131841333853,False
PX-BD8AA698+TM-38DE3A46,PX-BD8AA698,TM-38DE3A46,6,A,A,A,B,NONE,1110,1001,3.15,0.5,2.0,0.5,0.1,0.05,6.0,False,-68.92078140762388,86.96189336693305,129.72793914534623,17.298425069322803,0.03258811269669706,10.228754853192362,64.18383788202107,0.4236734319724032,0.5432374606406513,10.196166740495665,False
PX-BD8AA698+TM-4F91BE19,PX-BD8AA698,TM-4F91BE19,6,A,A,A,B,NONE,1110,1001,3.2,0.5,2.0,0.5,0.1,0.1,6.0,False,-68.92058019931244,86.67230779406786,129.4291010488025,17.298425069322803,0.03251370232780352,10.228729712592893,64.18302797767925,0.4236734319724032,0.5432399479405214,10.19621601026509,False
PX-BD8AA698+TM-D35760D5,PX-BD8AA698,TM-D35760D5,6,A,A,A,B,NONE,1110,1001,3.5999999999999996,0.5,2.0,1.0,0.05,0.05,6.0,False,-69.40289813283286,94.48823751006591,131.52536490587215,17.298425069322803,0.03304926596158723,9.418866130693369,60.710424026533225,0.4236734319724032,0.5294621269718178,9.385816864731781,False
PX-BD8AA698+TM-A41837FA,PX-BD8AA698,TM-A41837FA,6,A,A,A,B,NONE,1110,1001,3.65,0.5,2.0,1.0,0.05,0.1,6.0,False,-69.40309574342803,94.11930093085687,131.20559159581384,17.298425069322803,0.03296957917951009,9.418857038742013,60.709700397861056,0.4236734319724032,0.5294726130545669,9.385887459562504,False
PX-BD8AA698+TM-8B1FD324,PX-BD8AA698,TM-8B1FD324,6,A,A,A,B,NONE,1110,1001,3.65,0.5,2.0,1.0,0.1,0.05,6.0,False,-68.42082827845189,73.22411296741365,118.12566560393343,17.298425069322803,0.02968758656565341,9.386709832327156,60.68422708048779,0.4236734319724032,0.5319075810444176,9.357022245761504,False
PX-BD8AA698+TM-6B36D4D2,PX-BD8AA698,TM-6B36D4D2,6,A,A,A,B,NONE,1110,1001,3.7,0.5,2.0,1.0,0.1,0.1,6.0,False,-68.42117153628612,73.06575132253082,117.94639535965868,17.298425069322803,0.029643003641138737,9.386701353470341,60.683504088119584,0.4236734319724032,0.5319050506165206,9.357058349829202,False
PX-BD8AA698+TM-93471C56,PX-BD8AA698,TM-93471C56,6,A,A,A,B,NONE,1110,1001,4.6,0.5,2.0,2.0,0.05,0.05,6.0,False,-68.48706263756299,70.32872567439395,112.21381803653851,17.298425069322803,0.028219417326163152,8.746300109848526,58.40131796158794,0.4236734319724032,0.5233004523231547,8.718080692522362,False
PX-BD8AA698+TM-DC79C298,PX-BD8AA698,TM-DC79C298,6,A,A,A,B,NONE,1110,1001,4.6499999999999995,0.5,2.0,2.0,0.05,0.1,6.0,False,-68.48824398274411,70.20234389491469,112.08147709198776,17.298425069322803,0.02818650502520841,8.746303501362359,58.400649791651745,0.4236734319724032,0.5232998059241141,8.71811699633715,False
PX-BD8AA698+TM-5E21F537,PX-BD8AA698,TM-5E21F537,6,A,A,A,B,NONE,1110,1001,4.6499999999999995,0.5,2.0,2.0,0.1,0.05,6.0,False,-67.82258592392964,63.14735512991654,104.39493454301932,17.298425069322803,0.02625359795836487,8.735651556722884,58.39466097538375,0.4236734319724032,0.5252720379896141,8.70939795876452,False
PX-BD8AA698+TM-C537F674,PX-BD8AA698,TM-C537F674,6,A,A,A,B,NONE,1110,1001,4.699999999999999,0.5,2.0,2.0,0.1,0.1,6.0,False,-67.83311290896673,63.14815924059898,104.31066614054858,17.298425069322803,0.02623269089324764,8.73565513840828,58.39399296246074,0.4236734319724032,0.5252662715509039,8.709422447515033,False
PX-BD8AA698+TM-AFD91B7E,PX-BD8AA698,TM-AFD91B7E,6,A,A,A,B,NONE,1110,1001,5.1,0.5,4.0,0.5,0.05,0.05,6.0,False,-63.92493552876279,56.129823989960826,58.4005137619625,17.298425069322803,0.00875711596886031,8.086904781690864,59.10402291388945,0.5854040678727482,0.5491468404891173,8.078147665722005,False
PX-BD8AA698+TM-43AF6F18,PX-BD8AA698,TM-43AF6F18,6,A,A,A,B,NONE,1110,1001,5.1499999999999995,0.5,4.0,0.5,0.05,0.1,6.0,False,-63.93606689127849,56.130190253480805,58.400369217003345,17.298425069322803,0.008753641178946675,8.086887096865642,59.103252221587695,0.5854040678727482,0.5491370399640771,8.078133455686695,False
PX-BD8AA698+TM-955A259B,PX-BD8AA698,TM-955A259B,6,A,A,A,B,NONE,1110,1001,5.1499999999999995,0.5,4.0,0.5,0.1,0.05,6.0,False,-63.87368023732397,55.912688737004125,58.275627878972,17.298425069322803,0.00747940514392783,8.026300184194362,59.04039247633039,0.5854040678727482,0.5519800049966712,8.018820779050435,False
